@relation wine-weka.filters.unsupervised.instance.Resample-S0-Z30.0-no-replacement-V-weka.filters.supervised.attribute.NominalToBinary-weka.filters.unsupervised.attribute.RandomProjection-N6-R42-DSparse1

@attribute K1 numeric
@attribute K2 numeric
@attribute K3 numeric
@attribute K4 numeric
@attribute K5 numeric
@attribute K6 numeric
@attribute class {0,1,2,3,4,5,6,7,8,9,10}

@data
32.456727,289.744387,-8.142544,-272.209105,103.923048,288.906075,5
14.469206,279.546072,-11.269069,-259.253365,74.478185,278.929462,5
18.545241,298.397713,-10.743738,-281.198449,57.157677,297.323842,6
4.574693,182.350309,-9.021906,-161.877468,60.621778,181.536245,7
3.626222,250.00941,-9.537365,-232.978154,57.157677,249.259432,6
5.218496,242.947839,-9.192167,-223.538477,53.693575,241.932857,6
33.27235,251.937182,-10.565856,-235.403025,67.549981,251.182008,5
6.43249,347.047556,-9.363813,-328.743243,71.014083,346.098392,6
20.121061,471.74309,-10.570879,-454.455491,114.315353,470.771409,6
6.43249,347.047556,-9.363813,-328.743243,71.014083,346.098392,6
33.27235,251.937182,-10.565856,-235.403025,67.549981,251.182008,5
18.666658,246.197166,-10.050744,-229.739219,45.033321,245.293035,4
15.930711,336.781691,-12.648128,-318.506823,65.817931,335.827331,6
27.154919,336.776495,-10.742352,-319.667297,95.262794,335.913934,6
27.154919,336.776495,-10.742352,-319.667297,95.262794,335.913934,6
27.154919,336.776495,-10.742352,-319.667297,95.262794,335.913934,6
27.154919,336.776495,-10.742352,-319.667297,95.262794,335.913934,6
29.026054,275.827359,-9.009782,-257.659878,48.497423,274.651297,6
25.85692,341.698983,-10.914518,-325.348424,84.87049,340.815637,5
15.682681,156.388599,-11.61444,-137.005219,39.837169,155.46888,5
22.096638,246.995641,-10.22343,-230.085629,69.282032,246.12442,5
5.806354,432.836033,-8.846796,-411.206182,34.641016,431.401895,6
5.819691,241.274677,-10.063215,-217.874671,45.033321,240.166165,7
4.608121,133.889259,-8.330298,-113.86502,20.78461,133.212028,7
19.980938,206.420619,-8.840387,-188.014115,31.176915,205.57711,5
30.15154,341.705912,-12.993845,-323.373886,71.014083,340.711714,3
22.096638,246.995641,-10.22343,-230.085629,69.282032,246.12442,5
8.541262,189.60587,-8.328913,-167.783762,8.660254,188.810859,3
4.993849,274.433058,-8.325622,-256.655289,64.08588,273.438861,6
12.111712,168.589165,-9.192513,-148.246229,13.856406,167.818403,7
12.111712,168.589165,-9.192513,-148.246229,13.856406,167.818403,7
3.932448,130.626076,-8.330472,-109.569534,5.196152,129.973093,4
11.680777,187.750843,-10.229665,-168.667108,62.353829,186.940244,6
36.112567,270.967224,-10.219793,-253.97061,62.353829,270.078682,5
16.617988,165.300001,-10.228799,-146.306332,25.980762,164.66607,5
25.976778,400.874499,-10.742699,-382.454139,114.315353,399.774647,6
36.112567,270.967224,-10.219793,-253.97061,62.353829,270.078682,5
16.552344,312.311277,-10.225162,-294.950932,55.425626,311.336133,6
13.794745,258.271292,-7.457518,-240.287409,58.889727,257.209545,5
14.141329,251.344821,-7.457345,-233.359205,58.889727,250.281342,6
16.552344,312.311277,-10.225162,-294.950932,55.425626,311.336133,6
13.967951,254.808923,-7.284313,-236.805986,57.157677,253.728123,5
24.8674,256.882187,-8.318694,-239.577268,76.210236,256.135673,5
21.194413,406.314871,-10.398194,-387.788855,102.190998,405.178645,5
17.849476,293.506402,-9.707452,-274.75522,88.334591,292.439458,6
18.195887,288.306785,-9.880657,-269.541747,86.60254,287.225985,6
4.315405,104.688615,-11.619463,-84.697284,15.588457,103.749843,5
4.385379,116.712512,-10.059924,-96.873602,24.248711,115.822238,4
10.706845,182.776394,-10.406854,-159.21011,29.444864,181.536245,7
7.188011,194.672118,-10.409625,-171.507671,38.105118,193.955049,8
11.381133,198.525932,-8.849221,-175.110337,62.353829,197.419151,8
29.268541,340.095104,-9.875807,-322.525181,88.334591,339.152869,5
14.629074,312.299153,-10.918675,-295.713034,81.406388,311.388094,5
29.493015,329.753029,-9.53009,-311.405415,88.334591,328.777884,6
26.999035,333.329714,-10.742352,-316.133913,84.87049,332.39787,7
26.999035,333.329714,-10.742352,-316.133913,84.87049,332.39787,7
26.999035,333.329714,-10.742352,-316.133913,84.87049,332.39787,7
12.305355,269.075825,-8.496575,-249.484598,91.798693,268.208068,6
36.754118,338.591684,-11.085125,-321.226143,91.798693,337.715266,5
14.749625,272.384042,-9.014112,-253.849366,45.033321,271.204515,7
4.266734,303.656219,-9.191301,-285.892306,58.889727,302.641238,6
21.300068,294.006964,-12.648128,-275.44804,57.157677,292.941753,5
9.098809,324.761258,-10.750493,-303.455301,142.028166,323.651014,7
22.061131,253.721195,-11.263526,-234.779487,112.583302,252.862097,6
4.488436,150.797539,-8.848355,-130.821797,62.353829,149.527946,6
4.332552,291.443529,-8.67515,-271.01399,72.746134,290.603484,6
13.916855,282.838701,-10.920754,-264.466838,71.014083,282.029833,6
13.743823,282.840433,-10.747375,-264.466838,69.282032,282.029833,5
10.67411,232.624816,-9.019308,-213.354018,51.961524,231.835001,7
10.483757,256.857939,-9.019135,-237.62005,62.353829,256.083712,6
5.822635,173.733356,-8.847835,-152.05674,27.712813,172.442978,7
16.336357,284.354245,-6.942406,-261.522351,60.621778,283.415474,8
8.842812,258.858457,-11.785913,-239.975639,64.08588,258.006288,6
13.690303,287.949983,-8.150858,-269.108734,88.334591,286.792973,6
13.517098,289.685498,-8.324063,-270.858105,86.60254,288.542344,5
4.665106,221.238314,-10.057326,-203.446688,72.746134,220.247581,6
10.448943,232.737399,-10.058539,-213.07689,58.889727,232.025526,6
7.8694,120.0138,-8.844891,-100.995883,17.320508,118.922608,6
4.040355,113.070009,-8.672898,-93.686628,25.980762,111.942444,7
15.664321,234.48677,-9.710223,-214.999467,62.353829,233.792218,5
10.448943,232.737399,-10.058539,-213.07689,58.889727,232.025526,6
18.592873,238.106757,-10.055248,-218.654094,60.621778,237.429525,6
12.305528,542.767565,-11.267683,-522.923459,226.898656,541.646929,5
28.678604,374.902397,-11.955307,-355.763236,65.817931,373.793885,6
13.032643,248.149187,-9.362774,-229.236924,64.08588,246.955804,6
10.63687,175.595311,-9.368316,-152.247266,58.889727,174.504119,8
19.460284,231.017473,-9.534247,-212.626557,51.961524,230.189552,5
12.041737,139.068091,-7.980771,-119.199737,20.78461,138.356219,5
5.353076,158.193396,-9.196151,-136.485604,27.712813,157.443418,6
4.886115,182.499265,-9.195458,-161.738904,25.980762,181.70945,6
23.49908,294.994233,-8.318694,-277.613103,95.262794,294.18883,6
4.944659,224.139499,-12.133362,-205.178739,29.444864,223.122785,6
7.730316,250.321179,-7.632975,-230.77845,79.674337,248.913022,5
7.730143,252.051498,-7.633148,-232.527821,81.406388,250.662393,6
10.261015,227.556835,-10.575556,-209.578148,57.157677,226.777412,6
4.140641,118.006354,-7.983715,-97.49714,34.641016,117.069314,7
29.461318,269.275011,-9.873556,-252.463726,129.903811,268.415914,6
21.905247,238.163914,-11.436731,-219.156389,96.994845,237.25632,5
5.978,253.579166,-9.194765,-231.852321,81.406388,252.221239,7
14.275563,239.78165,-10.925776,-217.891992,55.425626,239.196217,7
14.275563,239.78165,-10.925776,-217.891992,55.425626,239.196217,7
10.069624,425.161316,-8.324756,-406.737491,66.683956,424.09264,6
4.822029,264.033825,-15.59885,-244.530933,32.908965,263.219761,6
4.04278,145.830018,-10.575729,-129.332234,41.569219,144.989973,5
11.421489,220.57667,-10.055941,-202.49406,69.282032,219.814568,6
27.137426,331.571682,-10.915731,-314.575068,83.138439,330.804384,6
6.395251,177.426089,-10.059231,-156.196342,31.176915,176.634541,7
8.333243,196.324495,-8.675496,-173.18776,50.229473,195.046241,7
4.784444,248.305072,-8.673591,-227.903245,69.282032,247.077048,6
3.815188,256.799049,-10.231744,-239.282819,67.549981,255.927827,6
6.535201,309.221299,-11.616692,-288.836793,62.353829,308.027916,6
6.535201,309.221299,-11.616692,-288.836793,62.353829,308.027916,6
3.43535,353.750593,-9.710916,-335.047908,29.444864,352.697506,5
6.345541,258.626362,-10.7498,-241.257357,51.961524,257.659878,6
4.86585,154.580338,-7.119941,-131.843707,31.176915,153.875394,7
4.801072,206.663106,-9.367104,-187.217372,20.78461,205.715674,7
4.905861,170.581024,-10.925084,-151.623728,36.373067,169.706338,7
4.905861,170.581024,-10.925084,-151.623728,36.373067,169.706338,7
23.828689,310.567102,-10.743045,-293.547971,83.138439,309.586761,6
6.345541,258.626362,-10.7498,-241.257357,51.961524,257.659878,6
7.934525,217.228616,-8.675842,-196.258677,34.641016,216.506351,7
4.86585,154.580338,-7.119941,-131.843707,31.176915,153.875394,7
5.283794,200.200825,-6.944485,-179.804194,41.569219,199.480292,7
4.177014,114.923303,-9.540829,-95.158871,22.51666,114.072866,5
18.958509,216.819852,-8.840907,-198.025369,32.908965,215.952095,6
5.923614,120.292661,-10.929241,-97.410537,34.641016,119.286339,6
23.049439,283.283838,-10.050052,-266.320132,107.38715,282.445525,5
4.177707,291.261664,-10.059751,-272.953887,150.68842,290.482241,5
5.562828,161.86188,-12.485142,-140.659846,51.961524,161.132687,5
33.721817,291.535328,-8.488261,-273.941156,90.066642,290.690087,5
4.266734,187.302242,-8.844891,-170.225953,38.105118,186.282064,5
13.166704,295.046195,-10.060098,-271.481644,57.157677,293.84242,6
4.177707,291.261664,-10.059751,-272.953887,150.68842,290.482241,5
9.231138,172.115621,-8.331857,-148.62728,69.282032,171.386427,7
4.214426,217.006914,-10.230878,-199.341727,22.51666,216.038697,5
4.472155,201.669604,-9.193726,-182.159783,45.033321,200.675407,6
35.22974,269.209193,-10.738888,-252.065354,72.746134,268.329311,6
24.34917,243.179933,-10.915384,-224.491105,65.817931,241.742331,6
4.471809,147.962172,-10.752918,-128.17176,55.425626,147.033793,5
35.22974,269.209193,-10.738888,-252.065354,72.746134,268.329311,6
4.265522,172.011698,-11.097769,-153.927355,46.765372,171.369107,6
4.265522,172.011698,-11.097769,-153.927355,46.765372,171.369107,6
4.976009,237.862537,-11.097423,-218.134479,57.157677,236.805986,6
6.927857,236.147807,-10.409972,-212.921006,71.014083,235.454987,7
17.104695,383.346145,-10.400272,-363.834593,64.08588,382.332895,6
16.758284,281.331817,-10.227067,-261.505031,81.406388,280.349744,7
25.629849,336.975681,-10.050398,-318.957156,83.138439,336.104459,5
4.26708,154.70851,-11.789031,-137.594116,34.641016,153.823432,5
25.629849,336.975681,-10.050398,-318.957156,83.138439,336.104459,5
6.293233,371.325712,-11.096557,-352.455019,127.305734,370.191219,7
14.63964,180.80532,-10.405815,-158.361405,53.693575,179.942758,8
13.097768,168.696553,-10.232956,-146.029204,41.569219,167.801082,7
6.605176,379.080104,-8.844717,-360.439773,39.837169,377.968127,5
4.694897,322.776328,-9.715766,-299.575508,84.87049,321.607194,8
6.293233,371.325712,-11.096557,-352.455019,127.305734,370.191219,7
3.868362,187.234692,-9.018096,-170.191312,39.837169,186.195462,5
5.129122,177.358539,-9.887758,-155.555483,41.569219,176.288131,7
6.00987,218.768409,-8.677921,-194.769113,93.530744,217.597543,8
6.688141,270.76111,-8.32874,-247.995035,51.961524,269.940118,5
26.393337,196.220572,-9.529397,-177.829656,41.569219,195.219447,6
4.993329,220.562814,-9.365372,-200.813971,58.889727,219.502799,7
4.229841,222.201334,-8.847142,-203.446688,58.889727,221.373414,5
6.639124,277.443362,-8.499,-257.885045,46.765372,276.48727,7
4.957822,196.269069,-8.673418,-176.651862,55.425626,195.306049,7
4.993329,220.562814,-9.365372,-200.813971,58.889727,219.502799,7
4.848357,142.603207,-9.198575,-118.99189,19.052559,141.872282,7
4.005194,379.099156,-8.673418,-360.231927,53.693575,377.760281,6
18.094908,431.98906,-8.838482,-415.692194,143.760217,431.020843,5
17.08772,192.822288,-10.573131,-174.902491,45.033321,191.824627,5
23.533894,281.002727,-8.491725,-263.479569,86.60254,280.263141,5
5.894515,118.219396,-10.057673,-100.822678,25.980762,117.467686,6
21.854324,309.460322,-10.742872,-292.370176,114.315353,308.51289,5
20.050567,219.383287,-9.186451,-202.026406,58.889727,218.446248,5
17.867143,244.84097,-10.399926,-227.193104,93.530744,244.028638,6
5.894515,118.219396,-10.057673,-100.822678,25.980762,117.467686,6
34.085374,316.23264,-10.740101,-297.704893,102.190998,315.250567,5
8.199009,347.061413,-9.537191,-327.773295,58.889727,345.6827,5
5.681127,149.498501,-9.716805,-126.526311,32.908965,148.679241,6
9.896592,177.102195,-7.804967,-159.764366,51.961524,176.426695,6
21.661893,394.109109,-10.398367,-375.6645,95.262794,393.002328,5
4.802457,199.734903,-10.404949,-180.046681,50.229473,198.718189,6
4.891311,286.13999,-10.575902,-268.848926,36.373067,285.00896,6
17.729965,298.576114,-9.878925,-280.938641,53.693575,297.462406,5
4.679482,180.924831,-8.501425,-160.8902,77.942286,179.960079,6
25.179169,237.782863,-8.318694,-220.109017,71.014083,236.979191,5
17.729965,298.576114,-9.878925,-280.938641,53.693575,297.462406,5
13.675234,347.529066,-9.014632,-328.777884,136.832014,345.925187,5
4.976182,203.356621,-9.018789,-184.913744,62.353829,202.372816,6
4.958515,203.334105,-8.672725,-184.965706,74.478185,202.407457,6
4.070146,121.927717,-10.409799,-99.488998,13.856406,121.070351,6
5.161165,113.314228,-10.583177,-89.893437,20.78461,112.565982,7
17.590708,315.75113,-11.784874,-297.289201,72.746134,314.886837,6
10.520477,179.128695,-10.056287,-158.8637,46.765372,178.054823,6
4.039142,302.03502,-8.154495,-282.913179,22.51666,300.822584,5
31.590875,347.423411,-10.740447,-329.106974,93.530744,346.496764,6
27.327432,285.12674,-10.050225,-266.59726,88.334591,284.229538,6
6.137868,364.316103,-9.363986,-345.509495,13.856406,363.176413,6
6.120548,364.29705,-9.537191,-345.509495,13.856406,363.159093,5
23.396542,243.115848,-11.78141,-226.153874,79.674337,242.106062,6
23.396542,243.115848,-11.78141,-226.153874,79.674337,242.106062,6
8.263095,263.824247,-8.503157,-241.725011,95.262794,262.994595,6
5.479862,294.999429,-8.670993,-276.192822,69.282032,293.980984,7
4.17788,239.301872,-9.886373,-220.975042,107.38715,238.503396,6
11.350302,244.911984,-10.923871,-224.144695,53.693575,243.820792,6
17.86645,199.802453,-11.786259,-180.67022,58.889727,199.064599,7
5.493719,135.67154,-8.501252,-115.285302,34.641016,134.476425,6
5.809645,248.201149,-11.961196,-229.42745,13.856406,246.851881,5
5.809645,248.201149,-11.961196,-229.42745,13.856406,246.851881,5
4.65939,175.69577,-10.236247,-154.516253,38.105118,174.954452,6
5.213127,166.888291,-8.331511,-146.219729,38.105118,166.172954,6
4.087986,125.414335,-7.984408,-104.373382,10.392305,124.75962,5
8.111887,243.360067,-8.49848,-225.772823,41.569219,242.38319,6
4.51996,180.221619,-7.292627,-158.396046,41.569219,179.561707,6
10.816138,179.090589,-9.362254,-160.23202,53.693575,177.639131,6
9.482112,260.961167,-9.362601,-243.006728,110.851252,259.946185,5
25.214503,309.044629,-11.089282,-291.885202,91.798693,308.097198,6
25.214503,309.044629,-11.089282,-291.885202,91.798693,308.097198,6
29.113522,297.14544,-11.953402,-279.53568,93.530744,296.180688,5
4.835886,106.252657,-8.847316,-86.706463,38.105118,105.239407,5
4.229668,289.936645,-7.808085,-270.927387,24.248711,288.680908,6
17.50272,257.116014,-9.881003,-238.122345,50.229473,255.979789,6
26.099061,280.968086,-10.048839,-264.120428,84.87049,280.003334,6
4.526368,258.525904,-9.364679,-239.750473,71.014083,257.452032,6
14.611234,298.395981,-9.187144,-280.003334,65.817931,297.219919,6
5.736899,151.505948,-11.61825,-129.401516,17.320508,150.567177,6
5.201002,220.583599,-9.53875,-201.437509,51.961524,219.641363,7
20.867055,333.766191,-10.742872,-316.757452,131.635861,332.952127,5
26.167131,291.954484,-10.396462,-273.456181,69.282032,290.967215,7
4.38486,161.714656,-14.217366,-140.867692,53.693575,161.028764,7
5.075082,205.01939,-11.795093,-182.766001,55.425626,204.312713,7
26.167131,291.954484,-10.396462,-273.456181,69.282032,290.967215,7
5.075082,205.01939,-11.795093,-182.766001,55.425626,204.312713,7
4.38486,161.714656,-14.217366,-140.867692,53.693575,161.028764,7
24.089709,278.43756,-12.820294,-259.721019,38.105118,277.232052,5
4.9069,237.791523,-8.845583,-218.411607,27.712813,236.840627,6
23.100188,286.280286,-8.492418,-268.658401,91.798693,285.528576,5
18.213034,260.619953,-9.88083,-241.378601,53.693575,259.253365,7
4.525502,234.287585,-11.097596,-214.479852,27.712813,232.874231,7
9.516753,286.422314,-10.055421,-269.29926,65.817931,285.580537,5
23.788679,64.763112,-10.748414,-43.491796,10.392305,63.999277,6
6.396117,265.952937,-8.672725,-246.973125,102.190998,264.813248,5
6.413611,267.705773,-8.845757,-248.722496,105.655099,266.57994,6
21.577196,337.249345,-11.089282,-320.152271,133.367912,336.364267,5
6.895641,185.897549,-9.541521,-164.527506,45.033321,185.12159,7
6.980165,262.183995,-10.756036,-238.867127,84.87049,261.453069,7
5.357753,321.030421,-12.482371,-301.896456,81.406388,320.082989,6
5.340432,324.477202,-12.482371,-305.360557,81.406388,323.52977,6
7.135876,265.632508,-10.583004,-242.348549,83.138439,264.917171,7
12.559447,232.604031,-8.675496,-210.132404,72.746134,231.886962,7
20.638078,140.749913,-11.093093,-122.871684,45.033321,140.053628,6
5.010823,232.694098,-9.711609,-213.717749,55.425626,231.731078,7
