@relation 'wine-weka.filters.unsupervised.instance.Resample-S0-Z30.0-no-replacement-V_principal components-weka.filters.unsupervised.attribute.PrincipalComponents-R0.95-A5-M6'

@attribute -0.512density+0.437alcohol-0.427residualsugar-0.407totalsulfur-0.3freesulfur... numeric
@attribute 0.588fixedacid-0.581pH+0.345citricacid-0.29freesulfur-0.244totalsulfur... numeric
@attribute -0.591volacid+0.504citricacid+0.433sulphates+0.279freesulfur-0.214residualsugar... numeric
@attribute -0.711chlorides-0.442sulphates+0.306freesulfur-0.274volacid+0.274residualsugar... numeric
@attribute 0.643volacid+0.401sulphates+0.337alcohol-0.329chlorides+0.293totalsulfur... numeric
@attribute 0.494freesulfur-0.481sulphates+0.396chlorides-0.328density-0.289residualsugar... numeric
@attribute class {0,1,2,3,4,5,6,7,8,9,10}

@data
-2.643992,-0.833474,0.42171,0.814011,0.130413,0.516862,5
-2.501192,-0.57689,0.601798,0.956442,0.068826,0.5946,5
-2.260567,0.993103,1.034534,-0.400738,0.921352,-0.498316,6
-0.781502,4.660186,-1.618238,0.289645,0.878909,-0.508935,5
2.156795,2.116197,-1.546017,-0.680079,1.179425,0.336009,4
1.308849,-0.238999,0.389896,0.728205,-0.839515,0.708847,7
0.05639,0.675067,0.055521,1.572995,-0.364675,1.621775,6
2.042041,2.139387,-0.174516,-0.068746,0.280573,0.353915,4
-1.915378,-1.494736,-0.39661,0.935635,-1.090695,0.46505,5
-1.017931,-1.070878,0.835431,-0.774221,0.224704,-0.533415,6
-0.963288,-1.099009,0.265398,-0.843612,0.68944,-0.371116,6
-0.79803,-0.611571,-0.760554,0.204104,0.35895,1.58442,5
-3.964613,0.648935,-0.757006,0.925774,-0.098804,-0.895748,5
-3.151842,-0.965446,0.80792,0.435341,0.816114,0.212109,6
-3.176878,-0.055232,1.706289,0.250204,1.133223,0.432158,5
-3.286191,-0.128163,1.566319,0.211719,1.367215,0.53082,5
-1.320157,-0.26411,1.010364,0.168367,0.439154,-0.282065,6
1.042369,-0.830682,-0.398316,0.346092,0.101591,0.322211,5
2.150101,-0.157193,-0.79167,-0.80041,2.388479,-0.00423,8
-3.964613,0.648935,-0.757006,0.925774,-0.098804,-0.895748,5
0.553984,1.154334,-0.60687,0.589174,-0.169858,0.574185,6
0.035963,-0.541677,0.482976,-0.009315,-1.775241,-0.049954,5
-3.057356,-0.113959,-0.094577,-4.28829,-2.171823,4.94334,5
-3.04451,-0.029613,-0.196942,-4.065178,-2.210275,5.041247,5
-2.079933,-0.838879,-0.206426,0.428131,-0.073769,0.697993,5
-2.079933,-0.838879,-0.206426,0.428131,-0.073769,0.697993,5
-2.865552,-0.845006,-0.488881,0.848008,0.083015,-0.242753,5
-2.828734,-0.50959,-0.831697,0.503821,0.363099,0.006803,5
-2.744616,-1.114399,-1.49013,-0.136284,2.167994,0.614156,5
-0.053446,-0.65081,0.270543,0.821527,0.483425,-0.850016,6
0.914198,-0.93081,0.141715,-0.62587,-0.651506,0.35741,4
-1.984304,0.139299,0.481558,0.674404,-0.965778,-0.074977,5
1.347599,-0.613903,-1.168834,-2.320595,1.961002,-1.775941,5
0.254932,-1.314215,0.23595,-2.059382,1.294345,-0.808155,6
1.435806,-0.482749,-1.467367,0.828834,-1.761412,-1.074683,5
1.422829,-0.367266,1.56718,-0.259908,-0.210364,-0.374535,7
0.270088,-0.745919,0.235717,0.341798,-2.103771,-0.233962,6
-0.992935,-1.704761,-0.684575,1.005131,-0.986503,0.427272,5
-2.408239,-2.093439,-0.934077,1.300361,-0.583258,-0.32657,5
-0.307881,1.19809,-0.021621,1.414352,-0.058555,1.035159,5
-1.926688,0.087997,-3.221208,-1.825938,2.377024,0.219776,6
1.927899,-0.792568,-0.020328,0.552249,-0.4426,0.170459,7
0.402396,-1.021051,0.263789,0.116135,-1.549387,0.148411,6
0.978691,-1.626642,-1.301162,-1.113713,1.135298,-0.001073,6
-2.707826,-0.091012,-0.501639,0.825785,-1.14642,-1.075713,5
-0.256821,-1.987959,1.182,-0.112307,-0.818559,0.234146,6
-3.152005,-1.190739,0.747594,0.950698,0.85912,0.793469,6
-0.256821,-1.987959,1.182,-0.112307,-0.818559,0.234146,6
-2.707826,-0.091012,-0.501639,0.825785,-1.14642,-1.075713,5
-0.961973,-1.504979,-3.783293,-1.345742,1.087169,-0.610595,4
-1.814049,0.165878,0.612507,-0.013328,0.555648,-0.604233,6
-3.04687,0.155087,0.049035,0.641117,-0.383866,0.39392,6
-3.04687,0.155087,0.049035,0.641117,-0.383866,0.39392,6
-3.04687,0.155087,0.049035,0.641117,-0.383866,0.39392,6
-3.04687,0.155087,0.049035,0.641117,-0.383866,0.39392,6
-1.34988,-2.259396,-0.305325,0.011815,-0.314599,-2.380157,6
-2.809015,-0.638889,-0.99994,0.523902,0.113808,-0.263313,5
0.476093,1.040383,-0.744179,0.240729,0.224788,-1.188394,5
-2.047687,0.687175,-0.328641,-0.205541,0.354583,-0.174002,5
0.382767,-2.032882,2.304883,-1.051966,1.048312,-0.830816,6
2.123055,-0.086854,1.014747,0.142967,0.785176,-0.246494,7
2.681932,-0.090202,-0.498453,0.501017,-1.594975,-0.196733,7
0.261996,-1.430431,-2.279636,0.045618,-0.132396,-1.328102,5
-3.000472,0.960079,-0.791331,-0.020327,0.239749,-0.204507,3
-2.047687,0.687175,-0.328641,-0.205541,0.354583,-0.174002,5
2.497128,-0.887495,0.409753,-0.073026,-0.861386,-0.764821,3
-0.036282,-0.861327,0.622467,-0.690754,-0.735425,0.547278,6
1.680924,0.037881,-1.26844,-0.075117,-0.305933,-0.6685,7
1.680924,0.037881,-1.26844,-0.075117,-0.305933,-0.6685,7
2.932851,0.248145,-1.142195,-0.341196,-0.678764,0.093519,4
0.370292,-0.054196,0.807277,0.415112,-1.690383,-0.162657,6
-3.08128,1.051117,-0.935614,0.818929,-0.147355,-0.958918,5
0.498901,1.179352,-0.885978,0.500097,-0.948454,-0.463485,5
-3.255025,-0.459364,0.781412,0.581557,1.275677,0.323779,6
-3.08128,1.051117,-0.935614,0.818929,-0.147355,-0.958918,5
-1.338037,-0.704827,-0.686178,-0.406274,-0.013647,-0.42288,6
0.240193,-2.796849,-2.747448,-0.852222,1.373369,-0.444577,5
0.234555,-2.776599,-2.805926,-0.892507,1.360247,-0.468768,6
-1.338037,-0.704827,-0.686178,-0.406274,-0.013647,-0.42288,6
0.264147,-2.828966,-2.880713,-0.984617,1.475156,-0.467049,5
-1.421001,-1.363914,-1.005506,0.796834,-1.322543,-0.110831,5
-2.935424,-0.015585,1.437453,0.025962,1.302549,0.564015,5
-1.382379,-0.358006,1.180115,0.25511,-0.142946,0.016083,6
-1.356395,-0.279875,1.149539,0.240597,-0.014894,-0.122427,6
1.666386,2.828635,-0.012598,-0.651886,-0.2373,-0.469123,5
1.798841,1.316791,-0.65181,-0.665897,-0.322408,-0.252188,4
1.740345,0.45,1.310717,-0.988106,1.170275,-1.06508,7
2.32136,0.850829,0.201715,0.615381,-0.041444,0.535321,8
1.473076,-0.299661,1.561005,-0.565776,0.901449,0.155247,8
-2.761683,-0.899325,-0.810749,0.36061,0.338243,-0.086201,5
-1.805511,0.01399,-0.70307,-0.074068,0.105475,0.455204,5
-2.469888,-1.030434,-0.226997,0.466779,0.050855,-0.198198,6
-3.034307,0.643153,0.050083,0.429067,-0.228148,0.195329,7
-3.034307,0.643153,0.050083,0.429067,-0.228148,0.195329,7
-3.034307,0.643153,0.050083,0.429067,-0.228148,0.195329,7
0.046133,-2.286815,1.043789,0.76706,-1.128498,0.152625,6
-4.084159,0.903908,-0.539625,0.564871,-0.038477,0.200867,5
-0.168547,-2.020552,-0.047365,-0.600797,-0.044802,-1.549223,7
0.13231,-1.60342,-0.072713,-0.753044,0.104327,0.059923,6
-2.431105,2.030714,0.926403,-0.87852,1.466476,-0.493944,5
-0.890139,-0.62935,2.647055,0.646226,1.079856,1.424877,7
-1.94552,0.374482,1.130854,1.081361,-0.432325,0.349435,6
1.799706,-1.90077,-1.400602,-1.548594,0.569952,-0.384366,6
1.036796,-1.595409,-0.293689,-0.079026,-0.190609,1.266302,6
-0.784277,-0.17018,-1.389145,-0.220692,0.50897,0.664693,6
-0.767377,-0.232633,-1.541999,-0.328038,0.578234,0.68503,5
0.774733,-0.460711,-0.864149,0.328311,-0.083305,0.210324,7
0.541681,-0.680427,-0.683372,0.517769,-0.117461,0.482829,6
2.232331,-1.409028,0.145598,-1.303637,0.896001,-1.471828,7
1.666274,-3.428669,-1.985347,0.033989,1.886337,0.091007,8
-0.388993,0.200892,0.697067,-0.019726,-0.179402,-0.124386,6
-0.294935,-2.310787,-0.230998,-0.120901,0.86194,-0.204274,6
-0.311645,-2.199074,-0.155963,-0.116981,0.695264,-0.1793,5
-1.166677,1.150237,0.619667,-3.226342,-1.671305,2.52844,6
0.673199,0.173205,-0.045706,0.841877,-0.3608,0.331583,6
1.897845,-1.41398,0.644626,-0.663563,-1.924053,-2.150942,6
2.298202,-1.858774,1.075953,-0.753246,-2.023908,-1.991504,7
0.164451,0.113859,-0.176005,1.10882,-0.522921,0.184286,5
0.673199,0.173205,-0.045706,0.841877,-0.3608,0.331583,6
-0.312408,0.622638,-0.191132,1.009017,-0.222671,0.180762,6
-3.659165,-2.411752,2.443196,1.22857,2.495906,3.56349,5
-2.786893,1.08568,0.529721,0.441391,1.223949,-0.710559,6
-0.10106,-1.038555,-0.235726,-0.45538,0.772509,-0.797382,6
2.025292,-0.872485,0.621207,-0.103481,0.975236,-0.501842,8
-0.55247,0.255919,-0.627511,0.507098,-0.406653,-0.39912,5
1.986032,-0.35913,-1.10404,0.515226,-1.254182,-0.628975,5
2.606898,0.011818,-0.146837,0.349477,-0.772114,-0.084284,6
2.195991,-0.175387,0.041929,0.031629,-0.855793,-0.16536,6
-1.736776,-1.700362,-0.63061,0.962652,-0.687682,0.16839,6
0.247091,1.106358,0.491846,-0.854239,-0.172177,-0.819812,6
0.040656,-1.779623,1.578898,-1.617104,0.616684,-0.188274,5
0.045045,-1.772853,1.686559,-1.472795,0.48924,-0.141984,6
-0.054788,0.108981,0.445175,0.261032,-1.564491,0.006335,6
2.994068,-1.578808,-1.264075,-0.158245,-0.298041,-0.758131,7
-3.308402,-0.64012,0.511514,1.080867,-0.989495,0.318217,6
-1.824871,0.719341,1.038603,0.562213,-0.588279,0.119835,5
0.918586,-1.239887,2.567562,-0.481841,0.159243,-0.264388,7
0.71097,1.549905,-0.650151,0.968033,0.469302,1.196305,7
0.71097,1.549905,-0.650151,0.968033,0.469302,1.196305,7
-1.079287,-1.634791,0.226503,-0.809232,1.237138,0.808406,6
-0.281381,3.457575,0.675057,-0.226407,0.184997,0.081557,6
0.652989,0.307314,-1.852872,-0.79187,-0.727664,-0.244962,5
0.033947,-0.725399,0.392703,0.421239,-1.691323,0.053859,6
-3.08002,1.227341,-0.458068,0.746831,-0.640098,0.746083,6
1.915429,-0.27802,0.921692,0.107834,-1.241704,-0.532518,7
2.162237,-1.562326,1.241631,-0.447463,0.817757,-1.125241,7
0.710991,-2.21252,1.12674,-1.89399,-1.145031,0.431085,6
0.151559,-0.144431,-0.778852,-0.37441,-0.081505,0.805011,6
-0.293275,0.549169,1.547594,-1.053331,1.205395,0.141333,6
-0.293275,0.549169,1.547594,-1.053331,1.205395,0.141333,6
0.359603,-1.698868,-3.818795,-2.56533,4.074504,0.409048,5
-0.157664,0.36216,-0.159603,-0.4493,-0.210253,-0.013307,6
3.654416,-1.951506,-0.942185,0.418833,-0.454397,0.056299,7
1.669776,-0.518882,-0.4002,-0.626978,-0.216897,-0.681677,7
0.936341,1.330495,0.70575,-0.41624,-0.915327,-0.146807,7
0.936341,1.330495,0.70575,-0.41624,-0.915327,-0.146807,7
-2.32475,-0.202809,-0.441522,0.479192,0.165859,-0.398303,6
-0.157664,0.36216,-0.159603,-0.4493,-0.210253,-0.013307,6
1.936435,-0.656123,-0.457287,0.202707,0.114102,0.171018,7
3.654416,-1.951506,-0.942185,0.418833,-0.454397,0.056299,7
2.084073,-1.176779,1.392533,0.406232,-1.540269,0.238022,7
2.136093,0.875716,-0.950118,-0.341274,-0.053818,-0.443061,5
0.374438,-1.48227,-2.882023,-0.201898,1.054695,-1.156828,6
2.518097,1.597333,1.029242,0.133609,0.564875,-0.615808,6
-2.54905,-0.157322,-0.012359,0.421935,0.385953,0.528003,5
-0.258512,-1.514263,0.05916,1.411128,0.295837,2.155615,5
1.372042,2.137271,0.299357,0.467845,0.329749,0.377762,5
-2.480579,-1.881924,-0.823563,1.055929,-0.815878,-0.631253,5
0.836689,-1.152823,-1.772343,-1.460741,-0.862966,-0.247911,5
0.993653,-0.689956,1.306824,0.068421,1.148634,-0.445071,6
-0.258512,-1.514263,0.05916,1.411128,0.295837,2.155615,5
2.607538,-1.0811,0.172498,0.876631,-0.064357,0.793494,7
0.743296,0.122424,-1.827974,-1.466414,0.740303,-0.329131,5
1.19346,-0.216994,1.254387,-0.343414,-1.174938,-0.253932,6
-3.110634,1.00241,-0.530217,1.163206,-0.200785,-1.022051,6
-1.675591,-0.736507,0.953667,-0.777745,0.897307,-2.346859,6
1.322915,0.906073,0.964082,0.02713,-0.584856,-0.176669,5
-3.110634,1.00241,-0.530217,1.163206,-0.200785,-1.022051,6
1.020874,0.893762,-0.408467,0.448478,-1.319887,0.228634,6
1.020874,0.893762,-0.408467,0.448478,-1.319887,0.228634,6
0.642775,-0.337715,0.223003,-0.831915,0.410409,-0.1431,6
1.911892,0.393126,0.470057,1.299532,0.253612,1.211982,7
-1.200098,-0.867756,0.548121,0.303978,0.244838,-0.167055,6
-0.787755,-0.797518,0.836372,0.174238,-0.060579,-0.080481,7
-2.637979,0.300492,0.184527,0.325822,0.092179,0.467652,5
0.505654,1.577922,-0.256729,-0.518631,-1.150986,-0.467137,5
-2.637979,0.300492,0.184527,0.325822,0.092179,0.467652,5
-1.311889,-0.839252,2.273955,0.379049,0.5779,1.114961,7
1.483749,-0.072282,0.569024,0.7269,0.022794,-0.503053,8
1.855861,-0.088341,0.797775,0.559733,-0.222356,-0.821565,7
-0.163246,-1.360928,0.484458,-0.730578,0.393705,-0.195845,5
1.234926,-1.514191,2.239245,0.243976,0.798414,0.418705,8
-1.311889,-0.839252,2.273955,0.379049,0.5779,1.114961,7
0.958291,-1.34367,-1.714858,-1.223075,-0.654857,-0.538201,5
2.013937,-0.122736,1.138794,-0.166985,0.132463,-0.757106,7
2.27445,-2.149477,1.556126,0.36285,1.082733,0.104095,8
1.874896,-2.038608,-0.046186,-0.199229,-0.322041,0.745361,5
-0.816739,-1.333879,-1.686181,-0.505573,0.010951,-1.816401,6
1.022356,-1.603391,0.417154,-0.911948,-0.297429,-0.263289,7
1.125441,-0.747766,0.105028,0.364985,-1.01576,0.263907,5
1.100424,-2.370759,-1.559977,-0.680978,0.804327,-0.154346,7
1.393489,-1.453596,0.062248,-0.476773,-0.621984,-0.150911,7
1.022356,-1.603391,0.417154,-0.911948,-0.297429,-0.263289,7
3.548763,0.131221,0.022491,0.679029,-0.391611,-0.207171,7
-0.111196,-1.915145,0.605509,-1.754056,1.288585,0.032251,6
-3.233319,-2.791356,-0.116629,-0.050497,1.068317,1.645104,5
-0.669086,1.164786,-0.44704,-0.227932,-0.852723,-0.681351,5
-1.393277,-1.902668,-1.031785,1.08542,-1.102044,-0.031689,5
1.326183,0.578025,-1.578991,-0.328785,-1.102588,-0.510257,6
-3.015313,0.268468,0.709737,-0.048264,0.986556,0.711303,5
-1.8274,1.375681,0.423659,-0.995294,-1.53098,0.5776,5
-1.127658,-0.250849,0.644186,1.186016,-1.109357,0.001214,6
1.326183,0.578025,-1.578991,-0.328785,-1.102588,-0.510257,6
-3.441506,0.400319,0.541056,0.682799,0.607003,-0.161946,5
-0.436348,-0.968571,0.662601,-1.131986,1.952254,-0.569451,5
2.94418,0.199582,0.119859,0.612404,-0.067758,-0.285115,6
0.884882,-0.889629,-0.552917,1.095461,-2.076579,-0.290649,6
-2.619847,0.102809,1.573888,0.698336,1.155619,0.020219,5
1.004938,0.409445,0.431092,-0.097291,-0.151096,-0.372283,6
-0.370239,0.185502,-2.448359,-2.210777,1.459413,0.348802,6
-1.305588,-0.694767,-0.958511,-0.909567,1.347555,-0.755443,5
1.20005,-1.026945,0.270651,-0.660986,0.152582,0.668546,6
-1.089372,-1.57453,-0.934993,0.825952,-1.177198,-0.639625,5
-1.305588,-0.694767,-0.958511,-0.909567,1.347555,-0.755443,5
-4.641349,-2.176761,-1.002373,-9.585285,-3.314765,6.488769,5
0.956958,-1.36656,1.312602,0.043962,-0.926202,-0.702256,6
0.949705,-1.547338,1.374845,0.459597,-1.091435,-0.402567,6
2.834161,1.528645,-0.133261,-0.237582,-0.014823,-0.230228,6
3.127702,1.186345,0.301504,0.250985,-0.407107,-0.148336,7
-1.316081,0.187993,0.249164,0.913325,-0.158857,-0.240823,6
0.834707,-0.391967,1.012177,-0.391093,-0.517991,-1.106437,6
0.937697,-1.290702,0.275825,-1.375318,0.558009,-0.654851,5
-3.393702,0.512252,0.560301,0.730021,0.527494,0.004847,6
-2.356202,0.525055,1.249956,0.935396,-0.324222,-0.150527,6
0.143764,-0.682719,0.102148,-0.951233,0.594033,-0.785073,6
0.138208,-0.603528,0.071148,-0.902159,0.642306,-0.81357,5
-2.28412,0.800902,0.246564,0.320641,-0.641301,-0.763526,6
-2.28412,0.800902,0.246564,0.320641,-0.641301,-0.763526,6
1.386915,-2.228996,-1.556077,-0.228535,2.391701,1.596794,6
0.431368,-2.863224,0.717665,-0.531316,-0.620347,-0.195895,7
0.483652,-1.11963,-0.399622,0.831504,-0.207385,1.172534,6
0.363491,0.380496,0.731236,-0.262849,0.618563,-0.42266,6
-0.291964,1.021261,-0.55127,0.776436,-0.163613,-0.353622,7
2.066863,-1.336637,1.141404,-0.971968,-1.425826,-1.292651,6
0.266877,1.028787,0.901189,-1.147449,0.342511,-1.935059,5
0.266877,1.028787,0.901189,-1.147449,0.342511,-1.935059,5
1.900943,1.519146,0.104018,0.242584,-0.298783,0.705876,6
2.242256,0.508913,-1.082885,0.256554,-0.000177,0.793476,6
3.05111,-0.294344,-1.038272,-0.334558,-0.87653,0.081808,5
-0.536572,0.108883,-0.839287,-2.685513,-1.536972,1.536863,6
3.37781,-2.33614,-2.024927,0.708849,-0.357293,0.355846,6
0.281219,-1.441312,2.166943,-1.212827,-0.970668,-2.113495,6
-2.448702,0.286763,0.494179,-3.764986,-2.99248,4.036337,5
-2.899709,0.58913,-0.100496,0.090666,-0.26236,0.402169,6
-2.899709,0.58913,-0.100496,0.090666,-0.26236,0.402169,6
-3.205513,0.961974,0.182601,0.260761,0.86469,-0.216826,5
1.96912,-0.48948,0.10867,-0.726606,-1.049316,-0.774022,5
0.971264,-1.69557,0.295122,-1.707469,0.472986,-0.717997,6
-0.581208,-0.22379,0.807915,-0.22921,0.127002,-1.161414,6
-2.164939,-1.065237,-0.951571,0.608693,-0.256948,-0.777033,6
0.66578,-2.084675,1.097047,-0.101376,-0.775262,-0.542279,6
-0.547555,-2.370832,0.451299,-0.319629,0.054527,-1.23432,6
1.86438,1.211008,0.699082,-0.877346,-0.486699,-0.579377,6
1.066662,-1.290365,0.827869,-0.282173,-1.115338,-0.424951,7
