@relation wine-weka.filters.unsupervised.instance.Resample-S0-Z30.0-no-replacement-V-weka.filters.supervised.attribute.NominalToBinary-weka.filters.unsupervised.attribute.RandomProjection-N6-R44-DSparse1

@attribute K1 numeric
@attribute K2 numeric
@attribute K3 numeric
@attribute K4 numeric
@attribute K5 numeric
@attribute K6 numeric
@attribute class {0,1,2,3,4,5,6,7,8,9,10}

@data
-1.726162,-37.187131,11.662591,-22.154662,120.529259,3.930023,6
-1.728414,-98.137999,22.93599,-83.751585,332.470443,4.392481,6
-1.714384,-86.741104,1.437949,-66.483038,206.588282,5.03334,7
-1.713691,-94.673897,1.473282,-74.987408,199.330296,5.310468,8
-1.728587,-62.145983,23.767201,-47.362929,266.637097,4.563954,5
-1.726855,-126.890042,21.378703,-111.630675,345.971953,4.676537,5
-1.727201,-141.283384,21.187831,-125.468028,296.936209,4.71291,5
-1.727547,-83.710016,13.808948,-68.488753,329.331101,4.499868,6
-1.724776,-25.253301,16.063386,-9.103659,175.719672,4.527581,5
-1.715077,-25.842198,0.501948,-7.539617,162.367985,4.6367,4
-1.717848,-73.231108,6.544034,-54.199334,216.478292,5.296611,7
-1.719407,-105.949548,11.669346,-87.000912,251.7063,4.988306,6
-1.716462,-54.178549,7.671253,-33.542896,102.46293,4.614183,4
-1.727201,-114.609802,21.014626,-99.308865,286.538708,5.099158,5
-1.723391,-86.515938,8.235902,-72.107007,296.572132,4.432318,6
-1.723564,-88.28263,8.374292,-73.806149,291.343243,4.465227,6
-1.720966,-121.001069,0.946393,-106.308082,307.041686,4.699054,5
-1.733783,-97.722307,36.856309,-83.921326,279.991209,4.292022,5
-1.728414,-127.011286,22.987952,-111.769239,383.870783,4.589935,6
-1.726855,-126.508991,19.334883,-111.867966,382.409105,4.21408,5
-1.727201,-129.921131,19.386498,-115.332067,389.337655,4.21408,5
-1.724083,-101.6021,14.972886,-85.857759,278.627046,4.41673,6
-1.718887,-91.279078,6.075341,-73.546341,198.414041,4.655753,5
-1.71577,-66.112379,5.78401,-45.9617,179.659741,4.718106,8
-1.733783,-97.722307,36.856309,-83.921326,279.991209,4.292022,5
-1.71958,-67.757828,12.621801,-49.060339,203.5468,4.667877,6
-1.722005,-75.257608,7.371262,-59.521926,207.429019,5.187492,5
-1.722005,-145.163178,5.015673,-130.267541,304.501807,4.867063,5
-1.722005,-145.163178,5.015673,-130.220776,307.919143,4.896508,5
-1.725296,-108.495663,12.235034,-94.254741,361.33022,4.697322,5
-1.725296,-108.495663,12.235034,-94.254741,361.33022,4.697322,5
-1.72928,-110.903213,26.624392,-96.043949,330.214447,4.674805,5
-1.728587,-104.754433,21.515535,-90.828744,343.531493,4.607255,5
-1.727374,-107.491073,22.071004,-92.578116,399.319637,4.76314,5
-1.723217,-87.884258,22.802622,-68.409079,222.899177,4.908632,6
-1.718887,-79.535773,2.749804,-63.128056,189.901011,4.9069,4
-1.727201,-92.820603,18.728319,-78.614322,256.317885,4.783924,5
-1.721312,-42.660411,3.076469,-27.193198,124.523714,4.537973,5
-1.719926,-55.598831,0.53174,-41.087709,286.853594,4.326663,6
-1.721659,-38.546791,15.503587,-21.318081,110.335101,5.199617,5
-1.717848,-79.708978,1.018792,-61.57787,183.153634,4.794317,7
-1.722351,-70.269301,7.682685,-54.246099,201.980334,5.405731,6
-1.725296,-111.093739,14.659905,-95.844763,255.533093,5.151119,5
-1.730146,-119.719352,29.065718,-104.608941,281.795833,5.047196,5
-1.721312,-93.132372,10.801415,-74.970087,268.083013,4.773532,5
-1.727028,-71.732884,15.91391,-57.989061,288.000385,4.364768,6
-1.716809,-79.41453,1.141075,-61.331919,173.553569,5.005627,7
-1.720966,-72.590249,-0.006235,-57.758698,240.478973,5.322592,6
-1.719753,-70.849538,2.255303,-54.549208,234.150579,5.016019,6
-1.731704,-82.203131,29.514492,-68.145807,241.177336,5.154583,5
-1.721312,-87.520527,2.730058,-71.79697,337.829235,5.279291,6
-1.726681,-129.644003,16.546455,-115.145006,461.376593,4.660949,6
-1.721312,-87.520527,2.730058,-71.79697,337.829235,5.279291,6
-1.731704,-82.203131,29.514492,-68.145807,241.177336,5.154583,5
-1.727201,-59.340061,16.182204,-45.722677,236.589826,5.147655,4
-1.727894,-81.960644,12.267077,-66.630263,324.182061,4.972718,6
-1.728414,-110.45288,23.438285,-95.924438,325.937148,4.690394,6
-1.728414,-110.45288,23.438285,-95.924438,325.937148,4.690394,6
-1.728414,-110.45288,23.438285,-95.924438,325.937148,4.690394,6
-1.728414,-110.45288,23.438285,-95.924438,325.937148,4.690394,6
-1.728933,-64.692098,25.63747,-49.538385,267.427259,4.986574,6
-1.729453,-99.385075,22.5539,-85.58063,331.009632,4.832422,5
-1.722351,-57.313561,12.324581,-40.6495,145.082465,4.608987,5
-1.727721,-83.658054,18.364069,-70.004297,236.45005,4.716374,5
-1.718714,-53.901421,2.057157,-35.943518,424.602383,4.534509,6
-1.71473,-66.493431,2.286307,-46.03791,231.696437,4.468691,7
-1.715596,-39.317553,1.055685,-21.354454,125.607459,5.05932,7
-1.725123,-47.787282,16.998347,-31.892252,197.988996,5.138995,5
-1.728587,-87.537848,26.78097,-71.751937,328.958018,4.49294,3
-1.727721,-83.658054,18.364069,-70.004297,236.45005,4.716374,5
-1.716982,-28.509556,4.760888,-9.354806,181.159178,5.419587,3
-1.720273,-79.77826,1.293496,-64.893016,266.145541,4.752747,6
-1.719407,-32.302748,8.759501,-14.505926,159.465934,5.014287,7
-1.719407,-32.302748,8.759501,-14.505926,159.465934,5.014287,7
-1.715423,-24.317993,0.466961,-5.720964,122.09815,5.156315,4
-1.721485,-79.821561,7.830775,-62.998152,177.476145,5.106086,6
-1.731358,-77.266787,32.459325,-63.093415,260.719719,4.335323,5
-1.722351,-43.162706,12.96544,-26.489985,154.82525,4.981378,5
-1.728067,-130.440746,22.330119,-115.259321,390.305006,4.390749,6
-1.731358,-77.266787,32.459325,-63.093415,260.719719,4.335323,5
-1.725989,-70.806237,13.204289,-56.217173,302.335531,4.837618,6
-1.722351,-74.686031,11.233389,-59.802518,251.530843,4.872259,5
-1.722525,-74.677371,11.588286,-59.800786,244.601081,4.873991,6
-1.725989,-70.806237,13.204289,-56.217173,302.335531,4.837618,6
-1.722351,-72.919339,11.441235,-58.086056,248.255535,4.83935,5
-1.727201,-91.885295,21.395677,-76.78008,248.594671,5.128602,5
-1.726162,-118.143186,17.309077,-103.167874,395.878572,4.305878,5
-1.724083,-104.979599,14.020258,-89.242186,283.916729,4.531045,6
-1.724083,-103.230228,14.383989,-87.53092,278.568156,4.51026,6
-1.717328,-33.497863,0.638261,-16.381737,93.096865,4.212348,5
-1.718021,-42.054194,0.914696,-24.986565,106.725333,4.544901,4
-1.717502,-50.402679,6.942752,-30.560304,172.573921,4.531045,7
-1.71473,-59.513266,3.550704,-38.704407,184.179355,4.925952,8
-1.716289,-83.121118,7.480901,-63.32551,189.576252,4.744087,8
-1.728933,-103.853766,25.879957,-89.089765,330.361325,4.770068,5
-1.725296,-96.094179,11.299726,-82.123457,301.567539,4.617647,5
-1.72824,-104.65051,25.949932,-89.126138,320.351111,4.785656,6
-1.728414,-100.060575,23.26508,-85.601415,322.542328,4.430586,7
-1.728414,-100.060575,23.26508,-85.601415,322.542328,4.430586,7
-1.728414,-100.060575,23.26508,-85.601415,322.542328,4.430586,7
-1.722525,-109.725419,8.583178,-92.524422,260.697029,5.37109,6
-1.732051,-107.075381,33.047529,-92.44648,327.312569,4.479083,5
-1.724603,-61.522445,11.404342,-46.070819,263.955363,4.920756,7
-1.720619,-74.599428,0.929418,-59.745361,294.773224,4.981378,6
-1.727894,-72.763454,17.307344,-58.067003,280.977785,4.44271,5
-1.720273,-161.098046,5.19061,-142.996383,314.111224,4.557026,7
-1.726855,-129.609362,18.139768,-113.283051,242.31564,4.790853,6
-1.717155,-80.349837,1.764267,-63.405184,142.89142,4.612451,6
-1.717155,-91.469603,1.036806,-73.395653,282.958905,5.10089,6
-1.723217,-87.451245,10.764869,-71.625497,272.014942,4.931149,6
-1.723391,-85.684553,10.626132,-69.891714,272.186588,4.932881,5
-1.719407,-69.403276,7.339219,-52.626632,223.740608,4.877455,7
-1.71958,-79.830222,7.1312,-62.999884,247.97044,4.913828,6
-1.717675,-47.007859,2.54317,-28.881947,165.52638,4.719838,7
-1.717848,-81.319785,13.610802,-61.449699,277.941847,5.286219,8
-1.724083,-80.973375,5.117517,-64.792557,246.996334,5.113014,6
-1.721832,-105.031561,10.506447,-89.359965,280.39495,4.673073,6
-1.721832,-103.334151,10.298601,-87.60713,281.933011,4.693858,5
-1.720619,-88.022822,0.669611,-73.279606,210.446598,4.818565,6
-1.719407,-76.816453,6.854245,-59.494213,222.640755,4.955397,6
-1.720619,-34.597715,4.211655,-18.273136,111.619243,5.178832,6
-1.719407,-43.64768,0.359054,-26.966299,104.895941,5.267167,7
-1.721312,-80.12467,12.031171,-62.940994,224.703801,4.938077,5
-1.719407,-76.816453,6.854245,-59.494213,222.640755,4.955397,6
-1.722698,-78.150132,14.870349,-61.191623,227.805558,4.903436,6
-1.722698,-244.617536,8.790851,-227.821839,531.787403,4.584738,5
-1.727894,-82.688106,24.963009,-66.787879,363.137615,4.156922,6
-1.722351,-80.817491,9.778466,-65.144163,239.378775,4.466959,6
-1.716809,-79.986106,7.151291,-59.876996,166.556084,4.832422,8
-1.724083,-68.450648,15.908194,-52.657809,221.524795,4.690394,5
-1.718714,-39.040425,8.604309,-21.389095,131.18778,5.024679,5
-1.71577,-47.752641,1.800294,-28.348476,149.056136,5.045464,6
-1.716462,-44.981359,1.279986,-26.64587,173.334985,5.085301,6
-1.727201,-110.903213,20.044678,-95.912313,286.779463,5.031608,6
-1.723044,-46.34968,1.290724,-30.298765,212.155093,4.688662,6
-1.7201,-96.457909,4.012989,-80.898897,243.006902,4.473887,5
-1.719926,-98.224601,3.978521,-82.615359,244.723191,4.489476,6
-1.722005,-73.534217,6.496576,-57.763894,216.929318,5.074909,6
-1.71577,-53.451088,1.124794,-35.470668,110.625392,4.990038,7
-1.731185,-144.816768,25.617897,-130.568918,259.259427,4.877455,6
-1.726855,-114.020905,17.966563,-97.715378,226.574762,4.735427,5
-1.717155,-100.943921,2.127998,-82.611895,244.89016,4.458299,7
-1.718194,-75.465454,10.71793,-55.879423,228.551032,4.794317,7
-1.718194,-75.465454,10.71793,-55.879423,228.551032,4.794317,7
-1.721139,-82.618824,6.592705,-67.589819,416.933555,4.723303,6
-1.721659,-50.575884,1.049623,-33.549824,248.313732,4.555294,6
-1.721832,-56.352273,0.988828,-42.218738,135.566058,4.806441,5
-1.722005,-85.823118,7.717672,-69.87093,210.503409,5.300075,6
-1.72824,-98.345845,23.421137,-83.687499,320.455034,4.456567,6
-1.718714,-50.645166,2.542131,-31.84029,167.273326,5.381482,7
-1.716809,-71.083365,4.795702,-51.410732,188.227504,4.707714,7
-1.718714,-87.676412,1.191131,-70.201751,239.929394,5.125138,6
-1.719407,-83.259682,0.584221,-68.237606,246.7994,4.716374,6
-1.7201,-80.211273,2.765912,-63.377471,297.711994,4.466959,6
-1.7201,-80.211273,2.765912,-63.377471,297.711994,4.466959,6
-1.720619,-45.197866,1.232527,-30.331674,344.514259,4.89824,5
-1.720966,-67.428738,2.90361,-52.761732,248.125978,4.56915,6
-1.713518,-52.255973,1.62934,-31.788328,147.643995,5.468084,7
-1.718021,-38.261002,1.416991,-21.60387,197.566202,4.931149,7
-1.718887,-53.347165,1.052394,-37.091868,159.534697,4.737159,7
-1.718887,-53.347165,1.052394,-37.091868,159.534697,4.737159,7
-1.727721,-98.241922,20.407889,-83.959431,300.115042,4.548365,6
-1.720966,-67.428738,2.90361,-52.761732,248.125978,4.56915,6
-1.716462,-53.589652,4.449639,-35.269751,208.459243,5.225597,7
-1.713518,-52.255973,1.62934,-31.788328,147.643995,5.468084,7
-1.71577,-59.980919,1.176755,-42.199686,192.871825,5.39707,7
-1.717502,-40.252861,0.811293,-23.25971,105.517574,4.626308,5
-1.724603,-49.623256,16.202123,-33.669336,208.425814,5.05932,6
-1.71473,-55.356344,2.165064,-35.574592,109.515841,4.401141,6
-1.727894,-121.988338,19.351164,-108.073042,272.960122,4.83935,5
-1.718194,-167.541275,1.001125,-151.329279,281.565643,4.867063,5
-1.717675,-71.221929,1.884991,-52.58333,149.21739,4.730231,5
-1.730838,-105.897586,30.24282,-90.745606,283.175238,5.123406,5
-1.720619,-53.433767,1.31047,-38.886273,178.997751,4.813369,5
-1.717848,-78.600466,9.575123,-58.240208,285.471072,4.529313,6
-1.718194,-167.541275,1.001125,-151.329279,281.565643,4.867063,5
-1.714037,-90.967308,5.69914,-69.903839,163.762979,5.249846,7
-1.720273,-37.949233,1.206893,-23.315136,207.073949,4.692126,5
-1.718194,-62.630957,0.602754,-45.875098,192.565945,4.804709,6
-1.731878,-87.901578,31.523498,-73.49438,258.477233,4.395945,6
-1.728587,-81.960644,20.753433,-67.116969,232.870767,4.41673,6
-1.717848,-73.28307,0.689703,-56.229297,137.275072,4.669609,5
-1.731878,-87.901578,31.523498,-73.49438,258.477233,4.395945,6
-1.719407,-63.375739,0.722785,-47.265934,160.875823,5.024679,6
-1.719407,-63.375739,0.722785,-47.265934,160.875823,5.024679,6
-1.719753,-74.807274,1.588464,-58.041023,227.076884,4.849742,6
-1.714384,-92.630077,3.343204,-71.60298,225.737835,4.884383,7
-1.724083,-81.735478,13.535284,-64.943245,373.240321,4.7718,6
-1.724083,-99.19455,13.05031,-82.225648,271.184424,4.96579,7
-1.727547,-98.917422,21.811023,-83.826063,326.655083,4.664413,5
-1.720966,-50.038948,0.721226,-35.349425,143.0719,4.591667,5
-1.727547,-98.917422,21.811023,-83.826063,326.655083,4.664413,5
-1.720619,-144.184569,2.531565,-128.284343,360.540925,4.529313,7
-1.718541,-74.253018,10.977392,-54.459141,170.493036,5.036804,8
-1.718194,-62.353829,9.366931,-42.371159,158.577912,5.052392,7
-1.720792,-56.326292,3.094309,-40.803653,370.574868,4.697322,5
-1.71577,-106.070791,0.98623,-85.91838,313.493575,4.754479,8
-1.720619,-144.184569,2.531565,-128.284343,360.540925,4.529313,7
-1.720619,-55.165818,0.964059,-40.668553,178.874776,4.815101,5
-1.716982,-61.279958,1.435351,-42.542632,167.754836,4.725035,7
-1.714384,-115.441186,2.529141,-94.611543,210.641281,4.860135,8
-1.717155,-72.95398,3.271151,-52.595455,262.505117,5.480209,5
-1.728933,-57.833176,23.229919,-42.404068,187.027193,5.123406,6
-1.719753,-76.591287,1.536502,-59.769609,211.484962,5.147655,7
-1.718368,-76.03703,0.706504,-59.586012,213.551645,4.91556,5
-1.7201,-64.328367,3.753181,-47.575972,269.439729,5.182296,7
-1.718887,-73.144506,1.520048,-56.229297,187.851995,5.102622,7
-1.719753,-76.591287,1.536502,-59.769609,211.484962,5.147655,7
-1.713345,-40.997643,1.283103,-19.707274,133.484306,5.061052,7
-1.718887,-70.026814,0.654022,-54.848853,370.934962,4.543169,6
-1.727028,-157.737867,14.779416,-144.524051,423.206003,5.073177,5
-1.72443,-61.124073,13.534938,-45.836993,182.48818,4.305878,5
-1.727374,-102.62401,20.183068,-87.179313,272.677278,5.225597,5
-1.720273,-41.707783,2.644495,-26.580052,108.321072,4.891311,6
-1.727894,-128.708696,18.000165,-115.099972,298.346791,4.688662,5
-1.725469,-73.941249,15.95877,-59.546175,209.708398,4.453103,5
-1.72443,-109.569534,14.106515,-94.207975,234.49647,4.899972,6
-1.720273,-41.707783,2.644495,-26.580052,108.321072,4.891311,6
-1.730665,-118.316391,30.208352,-103.010258,305.312406,4.532777,5
-1.721139,-75.552056,4.826013,-60.143732,338.126975,4.184635,5
-1.71473,-54.143908,2.165064,-33.648551,139.97915,4.889579,6
-1.721312,-67.965674,6.350045,-52.533101,169.435792,5.040268,6
-1.725989,-111.301585,17.742262,-96.269116,383.783488,4.241792,5
-1.719407,-68.034956,1.259721,-51.118015,189.669436,4.498136,6
-1.721659,-51.355306,2.175456,-37.251217,276.090631,4.266041,6
-1.725815,-68.814379,14.503501,-54.658327,288.998566,4.612451,5
-1.717675,-95.678487,1.15753,-78.744226,172.433799,4.96579,6
-1.727201,-87.035553,21.742087,-71.665334,229.623518,5.133799,5
-1.725815,-68.814379,14.503501,-54.658327,288.998566,4.612451,5
-1.724083,-152.818843,10.348311,-137.237314,337.80083,5.293147,5
-1.719926,-78.842953,1.189919,-63.240639,194.517966,5.123406,6
-1.71958,-91.001949,1.155624,-75.318229,194.817264,5.152851,6
-1.714557,-34.329247,0.502468,-14.592528,111.56988,4.615915,6
-1.714384,-42.383283,1.455269,-21.422004,102.63752,4.99177,7
-1.725123,-89.564347,14.019219,-73.475327,304.177567,4.778728,6
-1.721659,-64.951905,6.76539,-47.700679,169.280254,4.901704,6
-1.718194,-39.256932,0.594093,-23.590532,294.296217,4.589935,5
-1.730319,-109.500252,27.679904,-94.301506,336.440477,4.563954,6
-1.727721,-104.633189,23.19649,-89.100158,274.771674,4.638432,6
-1.721139,-30.484094,2.695591,-14.86446,355.374737,4.534509,6
-1.721139,-30.484094,2.695591,-14.866192,355.203264,4.515456,5
-1.728587,-94.77782,19.714202,-80.500525,231.531892,4.473887,6
-1.728587,-94.77782,19.714202,-80.500525,231.531892,4.473887,6
-1.715943,-114.973533,5.420107,-95.957347,255.463118,5.263702,6
-1.721312,-86.186848,1.985277,-70.134201,286.629814,5.452496,7
-1.718368,-124.240004,1.000952,-108.043597,229.793086,4.903436,6
-1.7201,-72.295801,7.736898,-54.646203,234.247921,4.520653,6
-1.723737,-76.244877,14.349695,-59.502873,188.01273,4.877455,7
-1.717848,-53.121998,1.798215,-35.662926,127.620621,4.919024,6
-1.722005,-30.501415,2.244391,-15.070574,236.936237,4.068587,5
-1.722005,-30.501415,2.244391,-15.070574,236.936237,4.068587,5
-1.714904,-57.417484,0.969775,-38.7148,165.310566,4.638432,6
-1.714384,-56.880549,1.853641,-38.706139,158.546388,4.647092,6
-1.715077,-29.531466,0.623192,-10.915384,117.24633,5.313932,5
-1.720619,-56.949831,4.549405,-42.151188,234.570602,4.770068,6
-1.714037,-62.076701,1.680782,-42.121744,173.393181,5.405731,6
-1.722871,-70.321263,6.937383,-54.978757,170.324161,4.655753,6
-1.722525,-126.647555,5.517448,-111.221911,250.815679,4.929417,5
-1.727894,-106.954137,21.568189,-92.51403,297.931099,4.498136,6
-1.727894,-106.954137,21.568189,-92.51403,297.931099,4.498136,6
-1.729799,-108.694848,25.368136,-94.332683,285.029225,4.550097,5
-1.718194,-55.702754,1.295574,-38.962483,97.665149,4.875723,5
-1.718194,-40.789797,0.793279,-25.348564,282.544252,4.685197,6
-1.723737,-66.961084,13.760797,-51.240991,247.474034,4.565686,6
-1.729106,-99.973973,22.831374,-85.672429,271.345331,4.757944,6
-1.720446,-88.057463,0.981553,-71.949391,249.646199,5.10955,6
-1.724776,-82.16849,11.196323,-66.858893,289.766558,5.003895,6
-1.718541,-37.377656,1.953407,-18.079146,139.828808,4.957129,6
-1.71958,-69.316673,1.536675,-52.751339,211.221518,5.255042,7
-1.727894,-145.90796,17.082178,-132.27672,322.451742,4.832422,5
-1.727894,-85.390105,22.347612,-70.096096,281.402138,4.503332,7
-1.717502,-72.832736,0.793972,-54.289401,147.459185,4.479083,7
-1.714904,-75.898466,1.541352,-56.035308,193.196584,4.586471,7
-1.727894,-85.390105,22.347612,-70.096096,281.402138,4.503332,7
-1.714904,-75.898466,1.541352,-56.035308,193.196584,4.586471,7
-1.717502,-72.832736,0.793972,-54.289401,147.459185,4.479083,7
-1.728933,-53.780178,20.008305,-39.151276,265.353994,4.115353,5
-1.719926,-45.016,1.761496,-28.493968,229.226532,4.969254,6
-1.726681,-107.889445,19.594864,-92.397982,277.895255,5.029876,5
-1.72391,-70.477147,14.401483,-54.890422,251.123638,4.207151,7
-1.71958,-45.206526,1.224906,-28.966818,223.983268,4.080712,7
-1.722525,-80.696247,6.435435,-66.431077,276.346108,4.929417,5
