@relation wine-weka.filters.unsupervised.instance.Resample-S0-Z30.0-no-replacement-V-weka.filters.supervised.attribute.NominalToBinary-weka.filters.unsupervised.attribute.RandomProjection-N6-R43-DSparse1

@attribute K1 numeric
@attribute K2 numeric
@attribute K3 numeric
@attribute K4 numeric
@attribute K5 numeric
@attribute K6 numeric
@attribute class {0,1,2,3,4,5,6,7,8,9,10}

@data
-23.641801,-247.683265,-247.665945,73.040583,14.824623,-208.62552,6
-21.726672,-147.224319,-144.643563,59.790394,11.197708,-125.417799,6
-37.346133,-339.481958,-357.2528,126.993965,26.223249,-247.302214,5
-25.898663,-150.68842,-154.983906,63.999277,17.240834,-118.887967,5
-27.043895,-226.898656,-233.064757,82.999875,15.746074,-179.786874,5
-22.798638,-252.879418,-255.841225,51.667076,12.370307,-234.398436,6
-18.185148,-273.664028,-270.875426,96.942884,8.500905,-209.093173,6
-28.646388,-218.238402,-224.924118,81.181221,17.436555,-174.989093,5
-28.305521,-351.606314,-358.794325,110.678047,18.640331,-273.196374,7
-22.086419,-310.037095,-309.171069,110.383598,13.087376,-232.5105,7
-21.916678,-318.697349,-317.640798,108.651547,12.910707,-242.885485,6
-28.305521,-351.606314,-358.794325,110.678047,18.640331,-273.196374,7
-36.615727,-417.424245,-434.519586,128.786638,26.954175,-320.204233,5
-41.632959,-325.625552,-347.38011,106.573086,31.809113,-251.303252,5
-27.778458,-351.606314,-360.110683,122.022979,17.608029,-262.215172,5
-42.154826,-310.037095,-331.583807,103.940369,32.153791,-239.248178,5
-18.939976,-209.578148,-206.25261,94.829782,6.361823,-155.330316,6
-31.605597,-268.467875,-281.181128,112.115649,20.879872,-189.261192,5
-22.060612,-136.832014,-134.528386,65.229033,9.649255,-113.414687,6
-19.835965,-133.367912,-131.462656,63.012008,10.487568,-103.334151,5
-31.605597,-268.467875,-281.181128,112.115649,20.879872,-189.261192,5
-19.133965,-185.329436,-181.848014,97.635704,7.033858,-126.942004,6
-21.208789,-150.68842,-148.748523,65.748649,8.769373,-125.712248,6
-19.138295,-197.453792,-194.162896,93.643327,9.803408,-138.442821,6
-18.276947,-290.984536,-287.72828,118.62816,10.14289,-202.736547,6
-22.972017,-168.008928,-171.161261,53.061376,13.409537,-147.016473,4
-21.754558,-200.917894,-202.84047,67.84443,11.338005,-167.333429,6
-32.12885,-263.271723,-271.724131,113.102918,20.017311,-191.218409,7
-33.182976,-233.826859,-246.055138,130.336823,21.555372,-140.296115,6
-21.754558,-200.917894,-202.84047,67.84443,11.338005,-167.333429,6
-18.456907,-168.008928,-164.64875,101.030524,7.537885,-103.316831,5
-28.149983,-131.635861,-139.326167,50.731768,15.503587,-119.061173,6
-38.049865,-342.94606,-362.189144,111.059098,26.732472,-266.891709,6
-22.423476,-214.7743,-211.673929,97.687666,13.447642,-153.40774,7
-21.731349,-206.114046,-202.719227,104.633189,14.313668,-134.753553,8
-39.243075,-275.396078,-295.349304,73.30039,29.696011,-233.584372,5
-37.504096,-355.070416,-372.304321,138.460142,27.453005,-249.761726,5
-37.851892,-306.572993,-323.616373,153.355779,27.278068,-187.892872,5
-30.052121,-341.214009,-350.844212,98.17264,17.064165,-281.977871,6
-32.715322,-190.525589,-202.615303,43.180027,17.348221,-193.037063,5
-19.480029,-173.205081,-169.342607,39.993053,7.903348,-173.551491,4
-26.147385,-225.166605,-227.245066,84.333554,16.821677,-175.837798,7
-31.085635,-261.539672,-269.143375,118.229788,20.715328,-180.808784,6
-29.017047,-112.583302,-116.168648,67.047687,18.110323,-86.082925,4
-36.991063,-294.448637,-311.110966,124.950145,28.312103,-199.740099,5
-23.822627,-304.840942,-308.841979,97.289294,14.291151,-238.832486,6
-23.993927,-299.64479,-303.645827,99.367755,14.466088,-231.921603,6
-16.384161,-316.965298,-313.691722,133.731643,5.623969,-217.995915,5
-51.523315,-289.252485,-322.282694,109.604175,41.312876,-212.124262,5
-39.234588,-393.175533,-411.916323,138.893154,28.838646,-288.07469,6
-35.067101,-391.443483,-406.824094,138.096411,24.867053,-286.169434,5
-35.066754,-398.371686,-413.752297,141.612474,24.867053,-289.633536,5
-31.773779,-287.520434,-298.397713,112.981674,21.754558,-208.140546,6
-24.674103,-206.114046,-207.932699,101.671382,16.042255,-137.73268,5
-26.921959,-188.793538,-189.728845,78.73903,16.742003,-149.285459,8
-51.523315,-289.252485,-322.282694,109.604175,41.312876,-212.124262,5
-31.960148,-213.042249,-221.667862,79.864863,21.745898,-170.46844,6
-23.834405,-216.506351,-219.520119,86.481297,13.934349,-162.639571,5
-20.621451,-313.501196,-314.505786,156.542752,10.56551,-188.689615,5
-20.616254,-316.965298,-317.987208,156.594714,10.570706,-192.171037,5
-27.290019,-370.658873,-378.74755,120.360211,17.057236,-283.069063,5
-27.290019,-370.658873,-378.74755,120.360211,17.057236,-283.069063,5
-42.349681,-339.481958,-361.912016,122.750441,32.131275,-250.090816,5
-36.289929,-353.338365,-370.658873,117.311801,25.547749,-269.784234,5
-37.849987,-408.763991,-426.084499,120.446813,27.453005,-322.81963,5
-43.195788,-232.094808,-250.402585,99.644883,33.023281,-169.966146,6
-20.023547,-197.453792,-195.756382,89.685591,11.512942,-138.858513,4
-33.679382,-265.003774,-279.639603,103.888407,24.175965,-191.824627,5
-19.8254,-133.367912,-131.428015,55.131177,9.630202,-112.912392,5
-16.37654,-294.448637,-290.430279,66.216302,7.36468,-259.062839,6
-33.321193,-117.779455,-128.84726,48.506083,25.232516,-100.528229,5
-20.17181,-192.25764,-188.932102,91.088552,9.980077,-137.005219,7
-24.346745,-211.310199,-214.531813,81.683516,14.287687,-162.760814,6
-30.567059,-263.271723,-273.473502,121.382121,22.09404,-171.906043,5
-44.938231,-289.252485,-313.830286,129.799888,36.643267,-189.053346,5
-29.517956,-278.86018,-285.719101,106.36524,18.12418,-211.483404,5
-30.610361,-297.912739,-309.171069,85.623932,19.624136,-247.665945,6
-19.985788,-181.865335,-178.574438,90.257168,10.859959,-125.833491,7
-15.500815,-249.415316,-244.877343,83.831259,5.814495,-197.072741,6
-19.490941,-242.487113,-239.733152,82.540881,10.139425,-193.452755,6
-44.247316,-251.147367,-276.227463,94.656577,33.522111,-189.434397,5
-19.319641,-346.410162,-344.504906,98.328524,9.789551,-279.864769,6
-31.946118,-471.11782,-483.467342,141.906923,21.233211,-363.05517,6
-19.319641,-346.410162,-344.504906,98.328524,9.789551,-279.864769,6
-44.247316,-251.147367,-276.227463,94.656577,33.522111,-189.434397,5
-30.596331,-245.951215,-256.915096,72.538288,20.330812,-206.720264,4
-28.480804,-336.017857,-343.742803,96.423268,15.690648,-278.098078,6
-38.728829,-336.017857,-355.434146,122.958287,27.785559,-247.215612,6
-38.728829,-336.017857,-355.434146,122.958287,27.785559,-247.215612,6
-38.728829,-336.017857,-355.434146,122.958287,27.785559,-247.215612,6
-38.728829,-336.017857,-355.434146,122.958287,27.785559,-247.215612,6
-41.899695,-275.396078,-296.301932,75.188326,32.754813,-231.246103,6
-37.155088,-341.214009,-359.400543,112.340815,26.067365,-263.046556,5
-29.854667,-155.884573,-163.97325,70.858199,18.13284,-123.512543,5
-32.814569,-245.951215,-259.911544,96.198102,22.442182,-182.211745,5
-21.38338,-432.146676,-429.773767,63.722149,12.404948,-401.610621,6
-23.798378,-240.755062,-238.919088,77.942286,13.63124,-201.558752,7
-19.642322,-133.367912,-130.163618,49.43273,11.204637,-116.532378,7
-33.6728,-206.114046,-218.273043,58.993651,24.704241,-179.405823,5
-43.432906,-341.214009,-364.042439,102.294921,30.182717,-279.327834,3
-32.814569,-245.951215,-259.911544,96.198102,22.442182,-182.211745,5
-24.66042,-188.793538,-188.741577,38.642054,16.231048,-183.302937,3
-17.079407,-273.664028,-270.702221,89.754873,8.566723,-213.388659,6
-27.266463,-168.008928,-172.217812,43.716962,17.952707,-158.881021,7
-27.266463,-168.008928,-172.217812,43.716962,17.952707,-158.881021,7
-19.652888,-129.903811,-125.78153,35.022067,11.194244,-128.414247,4
-25.381646,-187.061487,-190.664153,91.443622,14.985704,-130.302182,6
-47.446761,-270.199926,-298.813405,89.408463,37.078012,-214.029518,5
-30.209737,-164.544827,-173.257042,55.512228,19.85623,-144.331794,5
-38.533454,-400.103737,-418.324911,142.894192,27.634871,-292.231612,6
-47.446761,-270.199926,-298.813405,89.408463,37.078012,-214.029518,5
-28.676699,-311.769145,-320.516002,82.982554,18.26794,-262.215172,6
-27.10417,-258.07557,-264.241671,84.88781,19.497696,-202.459419,5
-27.452139,-251.147367,-257.659878,84.89647,19.842374,-195.531216,6
-28.676699,-311.769145,-320.516002,82.982554,18.26794,-262.215172,6
-27.279107,-254.611469,-260.968095,82.999875,19.842374,-200.571484,5
-37.159072,-256.34352,-273.334938,102.139036,28.663709,-184.030398,5
-33.340939,-405.299889,-418.550078,130.21558,22.783396,-309.015185,5
-30.744941,-292.716586,-302.693199,116.082045,20.87814,-209.66475,6
-31.087887,-287.520434,-297.843457,114.523199,21.05481,-206.373854,6
-18.620412,-103.923048,-100.822678,46.869295,6.855457,-95.972935,5
-18.796389,-116.047404,-112.84311,54.126588,8.584044,-97.704986,4
-27.962921,-181.865335,-184.359488,62.38847,17.431359,-158.049636,7
-25.017742,-193.98969,-193.314191,71.810826,14.490337,-161.860148,8
-28.31574,-197.453792,-200.398278,93.721269,19.331419,-138.945116,8
-41.492663,-339.481958,-360.976709,115.787596,31.429794,-256.70725,5
-26.084512,-311.769145,-318.905195,109.032598,14.971847,-237.238999,5
-42.357649,-329.089653,-350.705648,115.995443,32.643962,-245.864612,6
-38.555624,-332.553755,-351.987365,112.4967,27.612354,-254.31702,7
-38.555624,-332.553755,-351.987365,112.4967,27.612354,-254.31702,7
-38.555624,-332.553755,-351.987365,112.4967,27.612354,-254.31702,7
-26.580918,-268.467875,-272.416951,119.66739,17.942314,-180.254528,6
-48.438533,-337.749907,-366.917643,120.100403,37.124777,-252.914059,5
-27.96448,-271.931977,-278.617693,72.122596,18.80834,-231.298065,7
-16.718794,-303.108891,-299.350341,85.719194,7.368144,-248.826419,6
-32.991065,-292.716586,-305.724288,87.503207,20.187052,-243.370459,5
-24.331503,-323.893501,-324.950052,173.18776,13.438982,-188.014115,7
-35.245502,-252.879418,-266.960991,142.409217,23.822627,-147.033793,6
-19.869394,-150.68842,-147.795895,91.175155,10.802801,-93.236295,6
-19.855538,-290.984536,-287.485793,102.121716,10.989862,-222.516567,6
-27.300758,-282.324282,-288.559665,100.805357,16.182551,-217.995915,6
-27.129112,-282.324282,-288.386459,98.934742,16.180819,-219.55476,5
-24.843324,-232.094808,-235.039295,80.557683,15.699309,-184.861783,7
-24.671678,-256.34352,-259.09748,90.932667,15.524371,-198.718189,6
-21.898838,-173.205081,-170.953415,57.590689,12.929759,-149.701151,7
-34.364234,-284.056332,-292.318215,91.001949,27.310977,-225.738182,8
-22.077759,-258.07557,-258.664468,94.569974,10.146354,-200.969855,6
-27.269235,-287.520434,-293.426727,115.060135,18.986741,-202.996355,6
-27.099494,-289.252485,-294.985573,113.483969,18.636867,-206.633661,5
-16.17493,-219.970453,-216.523671,100.008614,5.660342,-152.610997,6
-24.834664,-232.094808,-234.675564,88.802245,14.668738,-178.834246,6
-21.558144,-119.511506,-119.095814,44.574328,12.574689,-106.192035,6
-18.096986,-112.583302,-108.235855,53.329844,9.28206,-90.32645,7
-29.855706,-233.826859,-241.638408,91.746731,20.038096,-176.773105,5
-24.834664,-232.094808,-234.675564,88.802245,14.668738,-178.834246,6
-32.452397,-237.290961,-247.925753,90.274488,22.289762,-182.211745,6
-26.608457,-542.131903,-546.669876,257.521314,15.14332,-322.178771,5
-41.902466,-374.122974,-395.236674,96.232743,29.808594,-316.151234,6
-26.577627,-247.683265,-253.069943,91.954577,17.079753,-188.758897,6
-28.299632,-174.937132,-177.431285,91.140513,18.827392,-120.706621,8
-32.463135,-230.362757,-242.123382,79.916824,22.797253,-183.683988,5
-26.913818,-138.564065,-142.807589,48.982397,18.82566,-121.399441,5
-21.897279,-157.616623,-155.053188,58.768484,12.586813,-134.614989,6
-20.342937,-181.865335,-178.713002,55.962562,11.022771,-160.474507,6
-35.763039,-294.448637,-310.071736,121.156954,27.28846,-203.082957,6
-18.276947,-223.434554,-220.490068,60.102163,5.980771,-201.679996,6
-20.88836,-249.415316,-248.913022,105.568497,13.071787,-172.581542,5
-20.886801,-251.147367,-250.645072,107.283227,13.073519,-172.581542,6
-22.959719,-226.898656,-229.184963,85.641252,12.210958,-175.785836,6
-19.988559,-117.779455,-114.21143,63.445021,11.897457,-86.845027,7
-40.62785,-268.467875,-289.945305,156.317585,30.560304,-143.916102,6
-35.086153,-237.290961,-251.23397,126.959324,23.46236,-147.224319,5
-21.741741,-252.879418,-250.852918,110.989816,12.394556,-176.097606,7
-30.823576,-239.023011,-245.639446,88.732963,19.766164,-190.300422,7
-30.823576,-239.023011,-245.639446,88.732963,19.766164,-190.300422,7
-22.608979,-424.352448,-426.344306,93.06309,14.12141,-361.35776,6
-18.803144,-263.271723,-260.500441,67.861751,3.031089,-241.811613,6
-15.867144,-145.492268,-142.114769,69.169449,5.10089,-110.522162,5
-24.34536,-219.970453,-223.261349,97.445178,14.116214,-156.057778,6
-38.737663,-330.821704,-350.584404,111.093739,27.603694,-254.680751,6
-22.074468,-176.669182,-174.608042,62.249906,11.887065,-150.532536,7
-25.698091,-195.721741,-195.894946,81.14658,16.9256,-149.441344,7
-19.739663,-247.683265,-244.236484,97.618384,10.757768,-182.281027,6
-16.38572,-256.34352,-252.671572,95.574564,5.970379,-194.976959,6
-20.708226,-308.305044,-306.79816,93.444141,8.921794,-252.96602,6
-20.708226,-308.305044,-306.79816,93.444141,8.921794,-252.96602,6
-17.068668,-353.338365,-348.938956,58.794465,7.191475,-329.210897,5
-18.453962,-258.07557,-256.863135,79.951465,7.537885,-212.747801,6
-22.755164,-154.152522,-150.844305,61.574406,15.541692,-125.348517,7
-18.957469,-206.114046,-202.961714,49.536653,9.462194,-190.179179,7
-18.104434,-169.740979,-166.70989,65.887213,7.023466,-139.793821,7
-18.104434,-169.740979,-166.70989,65.887213,7.023466,-139.793821,7
-35.591046,-310.037095,-326.318372,110.78197,24.688652,-233.549731,6
-18.453962,-258.07557,-256.863135,79.951465,7.537885,-212.747801,6
-23.44504,-216.506351,-216.194582,64.553534,14.675666,-185.727808,7
-22.755164,-154.152522,-150.844305,61.574406,15.541692,-125.348517,7
-19.633489,-199.185843,-195.756382,68.554571,12.598938,-159.279392,7
-18.601186,-114.315353,-110.851252,51.961524,8.952971,-97.133409,5
-32.970107,-216.506351,-227.660758,61.279958,24.021813,-188.083397,6
-22.916764,-119.511506,-117.640891,67.861751,11.914778,-91.434962,6
-34.028563,-282.324282,-297.237239,134.285899,23.826091,-180.306489,5
-17.923262,-290.984536,-287.72828,179.544387,7.724947,-146.358293,5
-21.199089,-161.080725,-158.84638,85.719194,8.60656,-117.242519,5
-46.156902,-290.984536,-316.70549,116.25525,37.502364,-204.86697,5
-16.758631,-187.061487,-183.891834,64.311046,7.674717,-153.806112,5
-31.078534,-294.448637,-299.748713,89.99736,20.897193,-242.920126,6
-17.923262,-290.984536,-287.72828,179.544387,7.724947,-146.358293,5
-27.43811,-171.47303,-172.529581,101.307652,18.998865,-105.776343,7
-16.724336,-216.506351,-213.094211,50.714448,6.323717,-200.034548,5
-18.2766,-200.917894,-197.349869,73.109865,8.930454,-160.474507,6
-46.74476,-268.467875,-296.146047,100.424306,35.874236,-202.372816,6
-36.965428,-242.487113,-258.768391,94.206243,25.91148,-182.973847,6
-18.6095,-147.224319,-143.829499,85.545989,7.731875,-98.120678,5
-46.74476,-268.467875,-296.146047,100.424306,35.874236,-202.372816,6
-17.404166,-171.47303,-168.026249,76.3488,6.164369,-131.531938,6
-17.404166,-171.47303,-168.026249,76.3488,6.164369,-131.531938,6
-19.324664,-237.290961,-234.329154,87.728373,8.054036,-186.732398,6
-25.01116,-235.55891,-234.762166,104.875676,14.497265,-170.658966,7
-31.262824,-382.783228,-392.0497,93.651987,20.706667,-324.707565,6
-30.919878,-280.592231,-289.183203,111.041777,20.529998,-204.693764,7
-37.681805,-336.017857,-353.702095,110.920534,27.447809,-258.439301,5
-16.207492,-154.152522,-150.930907,63.479662,4.241792,-127.253773,5
-37.681805,-336.017857,-353.702095,110.920534,27.447809,-258.439301,5
-19.488343,-370.658873,-369.134668,156.48213,8.235902,-250.073496,7
-31.585332,-180.133284,-186.628475,86.360053,21.082522,-132.138156,8
-30.198306,-168.008928,-172.893312,74.149095,19.871819,-131.895669,7
-19.656179,-378.453101,-377.119422,66.82252,10.665969,-342.96338,5
-22.247153,-322.16145,-318.783951,116.948071,12.410144,-242.36587,8
-19.488343,-370.658873,-369.134668,156.48213,8.235902,-250.073496,7
-16.396632,-187.061487,-183.493463,66.181661,7.17069,-152.247266,5
-21.194586,-176.669182,-173.742017,72.62489,11.209833,-140.365397,7
-24.484617,-218.238402,-216.107979,125.573684,15.716629,-128.674054,8
-24.357138,-270.199926,-268.589119,83.242362,15.841337,-221.702503,5
-39.577015,-195.721741,-214.012198,69.593801,29.881341,-159.036905,6
-19.328128,-219.970453,-216.714197,87.676412,9.782623,-165.636019,7
-17.919624,-221.702503,-218.16912,86.533258,8.940846,-167.333429,5
-21.388922,-277.128129,-275.811771,75.257608,12.74443,-234.346474,7
-19.318602,-195.721741,-192.586729,83.588772,10.485836,-144.314473,7
-19.328128,-219.970453,-216.714197,87.676412,9.782623,-165.636019,7
-23.266292,-142.028166,-138.910475,52.013486,13.991506,-127.634824,7
-17.07906,-378.453101,-374.486705,80.45376,8.222045,-328.899128,6
-28.859257,-431.280651,-441.205302,168.926915,19.816393,-291.642715,5
-29.722685,-192.25764,-202.043727,73.248429,18.955564,-153.944676,5
-36.285945,-280.592231,-296.267291,113.050956,27.631407,-198.07733,5
-18.447727,-117.779455,-116.099366,53.918742,8.237634,-97.722307,6
-32.474913,-308.305044,-321.884322,141.664436,21.569229,-199.913304,5
-31.150587,-218.238402,-230.44936,84.783887,21.683544,-164.146455,5
-30.212855,-244.219164,-254.230418,121.434082,19.677829,-156.681316,6
-18.447727,-117.779455,-116.099366,53.918742,8.237634,-97.722307,6
-46.415151,-315.233247,-341.317932,130.89108,35.512238,-219.242991,5
-21.550696,-346.410162,-346.860495,86.810386,11.888797,-292.751227,5
-23.439844,-148.956369,-146.791306,65.627405,13.643364,-121.34748,6
-22.406156,-176.669182,-178.851566,77.422671,14.497265,-128.241042,6
-33.831282,-393.175533,-406.979978,123.200774,23.332456,-303.905635,5
-19.129289,-199.185843,-196.397241,79.968786,8.596168,-155.209073,6
-17.284135,-285.788383,-283.588679,64.553534,6.455353,-256.34352,6
-29.698782,-297.912739,-307.750787,81.008016,19.670901,-249.657803,5
-18.975136,-180.133284,-176.617221,106.261317,10.310898,-105.932227,6
-37.839768,-237.290961,-254.542187,97.220012,29.368653,-170.12203,5
-29.698782,-297.912739,-307.750787,81.008016,19.670901,-249.657803,5
-26.934429,-346.410162,-352.14325,163.834686,16.721218,-214.0988,5
-17.72754,-202.649944,-199.237804,89.269899,8.611757,-144.366435,6
-17.72269,-202.649944,-199.255125,101.065165,8.963363,-131.93031,6
-21.03593,-121.243557,-117.62357,46.626808,10.504888,-113.53593,6
-23.109368,-112.583302,-109.725419,54.784767,12.41534,-97.791589,7
-30.904983,-315.233247,-325.140578,102.935779,18.985009,-250.038855,6
-25.021206,-178.401233,-180.704861,76.418082,14.826355,-136.918616,6
-17.403647,-301.376841,-297.445085,49.146942,9.110587,-282.480166,5
-43.727355,-346.410162,-370.000694,122.092261,32.831023,-259.08016,6
-39.560906,-284.056332,-303.247455,116.23793,29.379046,-201.091099,6
-19.389096,-363.73067,-362.085221,41.534578,9.893474,-354.89721,6
-19.387364,-363.73067,-362.102542,41.707783,9.722001,-355.105057,5
-34.909484,-242.487113,-258.318057,107.993368,22.944477,-170.485761,6
-34.909484,-242.487113,-258.318057,107.993368,22.944477,-170.485761,6
-25.198395,-263.271723,-263.375646,126.578273,16.560138,-171.784799,6
-18.973231,-294.448637,-291.434869,96.47523,10.135961,-228.786591,7
-17.924821,-239.023011,-235.714794,136.052591,7.89642,-137.472873,6
-26.408405,-244.219164,-247.752548,84.818528,15.34597,-197.072741,6
-31.767197,-199.185843,-209.283699,90.049321,19.85623,-147.761254,7
-20.3658,-135.099963,-132.449925,62.682919,11.691343,-104.252138,6
-18.95695,-247.683265,-246.037817,43.561078,6.860653,-241.776972,5
-18.95695,-247.683265,-246.037817,43.561078,6.860653,-241.776972,5
-20.34796,-174.937132,-171.940684,69.55916,9.980077,-142.84223,6
-20.686229,-166.276878,-163.97325,67.51534,12.240403,-132.415284,6
-19.828171,-124.707658,-120.602698,39.854489,11.712128,-117.536968,5
-20.12747,-242.487113,-242.850844,67.49802,11.234082,-205.109457,6
-22.241957,-180.133284,-176.946311,71.724224,14.841943,-141.577833,6
-23.648209,-178.401233,-180.947348,80.384478,14.119678,-129.245631,6
-21.635913,-259.807621,-261.435749,137.663398,11.628989,-153.910035,5
-36.839681,-308.305044,-325.954641,119.805954,25.518305,-223.486516,6
-36.839681,-308.305044,-325.954641,119.805954,25.518305,-223.486516,6
-40.613647,-296.180688,-317.329028,122.689819,28.497432,-210.097763,5
-18.971152,-105.655099,-102.520087,66.164341,9.967952,-71.862788,5
-17.412307,-289.252485,-285.372691,50.350717,9.448337,-268.138786,6
-30.554762,-256.34352,-265.835158,78.323338,20.549051,-211.431442,6
-38.016264,-280.592231,-299.107854,111.838521,27.804612,-201.645355,6
-18.094215,-258.07557,-254.455584,98.692255,8.590972,-191.720704,6
-27.614432,-297.912739,-304.338647,92.872564,18.292189,-236.546179,6
-22.100622,-150.68842,-148.263549,50.627845,10.302238,-140.261474,6
-18.968035,-219.970453,-216.870082,80.332516,9.276864,-172.685466,7
-31.440879,-332.553755,-345.093803,159.244751,20.524802,-206.789546,5
-38.542287,-290.984536,-309.223031,97.653025,27.972621,-227.626117,7
