@relation german_credit-weka.filters.unsupervised.instance.Resample-S0-Z30.0-no-replacement-V-weka.filters.unsupervised.attribute.NominalToBinary-Rfirst-last-weka.filters.supervised.attribute.NominalToBinary-weka.filters.unsupervised.attribute.RandomProjection-N28-R42-DSparse1

@attribute K1 numeric
@attribute K2 numeric
@attribute K3 numeric
@attribute K4 numeric
@attribute K5 numeric
@attribute K6 numeric
@attribute K7 numeric
@attribute K8 numeric
@attribute K9 numeric
@attribute K10 numeric
@attribute K11 numeric
@attribute K12 numeric
@attribute K13 numeric
@attribute K14 numeric
@attribute K15 numeric
@attribute K16 numeric
@attribute K17 numeric
@attribute K18 numeric
@attribute K19 numeric
@attribute K20 numeric
@attribute K21 numeric
@attribute K22 numeric
@attribute K23 numeric
@attribute K24 numeric
@attribute K25 numeric
@attribute K26 numeric
@attribute K27 numeric
@attribute K28 numeric
@attribute class {good,bad}

@data
57.157677,-10284.917695,-10336.87922,8.660254,-57.157677,5.196152,-53.693575,51.961524,-1.732051,-5.196152,10.392305,10.392305,51.961524,51.961524,-46.765372,3.464102,53.693575,8.660254,10286.649746,-10328.218966,-5.196152,-51.961524,-13.856406,5.196152,3.464102,-43.30127,10381.912541,-45.033321,good
58.889727,-5817.958663,-5854.33173,25.980762,-53.693575,5.196152,-50.229473,31.176915,-3.464102,-5.196152,3.464102,6.928203,57.157677,34.641016,-51.961524,0,53.693575,-6.928203,5823.154815,-5843.939425,-3.464102,-25.980762,-8.660254,0,1.732051,-27.712813,5911.489406,-29.444864,good
107.38715,-3784.531015,-3867.669453,43.30127,-103.923048,1.732051,-103.923048,65.817931,1.732051,-1.732051,6.928203,13.856406,100.458947,64.08588,-96.994845,0,107.38715,-13.856406,3794.923319,-3848.616894,3.464102,-65.817931,-12.124356,1.732051,6.928203,-62.353829,3962.932248,-64.08588,bad
46.765372,-1349.267579,-1363.123986,39.837169,-50.229473,5.196152,-53.693575,8.660254,-3.464102,1.732051,5.196152,5.196152,45.033321,5.196152,-39.837169,1.732051,46.765372,-19.052559,1349.267579,-1357.927833,1.732051,-1.732051,-5.196152,1.732051,5.196152,-6.928203,1401.229103,-12.124356,good
95.262794,-11180.387963,-11204.636674,67.549981,-93.530744,3.464102,-90.066642,25.980762,-1.732051,-5.196152,8.660254,10.392305,90.066642,22.51666,-88.334591,3.464102,93.530744,-50.229473,11185.584115,-11195.97642,-1.732051,-20.78461,-8.660254,0,1.732051,-19.052559,11301.631519,-19.052559,bad
58.889727,-16502.980095,-16575.726228,-3.464102,-57.157677,6.928203,-60.621778,58.889727,-6.928203,-1.732051,0,6.928203,48.497423,62.353829,-48.497423,0,53.693575,24.248711,16506.444196,-16568.798025,3.464102,-57.157677,-6.928203,1.732051,5.196152,-57.157677,16629.419803,-64.08588,good
45.033321,-10721.394499,-10804.532938,-19.052559,-48.497423,6.928203,-46.765372,60.621778,1.732051,5.196152,6.928203,13.856406,38.105118,64.08588,-36.373067,1.732051,50.229473,43.30127,10735.250905,-10783.748328,0,-64.08588,-13.856406,1.732051,8.660254,-69.282032,10842.638055,-65.817931,bad
50.229473,-2391.962165,-2414.478826,36.373067,-53.693575,3.464102,-43.30127,17.320508,-3.464102,-1.732051,0,6.928203,46.765372,15.588457,-39.837169,-3.464102,48.497423,-13.856406,2395.426267,-2409.282673,0,-13.856406,-5.196152,-1.732051,1.732051,-10.392305,2462.976248,-17.320508,good
90.066642,-2634.449278,-2676.018498,69.282032,-93.530744,8.660254,-95.262794,24.248711,-1.732051,-5.196152,10.392305,13.856406,86.60254,24.248711,-86.60254,1.732051,95.262794,-34.641016,2643.109532,-2656.965939,-1.732051,-25.980762,-17.320508,5.196152,5.196152,-29.444864,2759.156936,-27.712813,good
110.851252,-3315.145246,-3394.819583,50.229473,-112.583302,-1.732051,-110.851252,65.817931,3.464102,-1.732051,8.660254,12.124356,107.38715,64.08588,-107.38715,1.732051,117.779455,-24.248711,3329.001652,-3377.499075,-0,-65.817931,-12.124356,3.464102,8.660254,-64.08588,3498.742631,-60.621778,bad
45.033321,-24891.302156,-24983.100848,-34.641016,-48.497423,3.464102,-43.30127,83.138439,0,-3.464102,3.464102,6.928203,46.765372,84.87049,-39.837169,-1.732051,46.765372,53.693575,24899.96241,-24979.636747,-5.196152,-86.60254,-10.392305,0,5.196152,-81.406388,25026.402119,-81.406388,bad
50.229473,-5461.156196,-5521.777975,8.660254,-50.229473,3.464102,-48.497423,43.30127,-5.196152,-3.464102,10.392305,12.124356,46.765372,46.765372,-48.497423,-1.732051,51.961524,19.052559,5471.548501,-5506.189517,3.464102,-38.105118,-12.124356,0,5.196152,-41.569219,5568.543346,-43.30127,good
72.746134,-3081.318387,-3162.724775,10.392305,-69.282032,3.464102,-65.817931,65.817931,-1.732051,1.732051,1.732051,8.660254,62.353829,65.817931,-62.353829,0,76.210236,24.248711,3091.710692,-3147.136317,5.196152,-57.157677,-6.928203,-1.732051,5.196152,-58.889727,3228.542705,-65.817931,bad
48.497423,-4078.979652,-4158.653989,-12.124356,-45.033321,0,-48.497423,62.353829,-5.196152,-5.196152,6.928203,6.928203,45.033321,62.353829,-46.765372,-1.732051,45.033321,41.569219,4091.104007,-4141.333481,5.196152,-58.889727,-10.392305,0,8.660254,-64.08588,4201.955259,-62.353829,good
58.889727,-14022.683338,-14091.96537,-5.196152,-50.229473,1.732051,-51.961524,62.353829,-6.928203,-5.196152,0,5.196152,51.961524,67.549981,-51.961524,-3.464102,51.961524,24.248711,14022.683338,-14085.037167,1.732051,-51.961524,-6.928203,0,5.196152,-55.425626,14142.194844,-62.353829,good
96.994845,-1997.054581,-2028.231496,81.406388,-93.530744,1.732051,-95.262794,17.320508,1.732051,3.464102,5.196152,15.588457,77.942286,13.856406,-81.406388,6.928203,96.994845,-50.229473,2007.446886,-2010.910988,6.928203,-13.856406,-12.124356,6.928203,12.124356,-8.660254,2116.566087,-15.588457,good
74.478185,-10241.616425,-10321.290762,0,-76.210236,8.660254,-74.478185,71.014083,-3.464102,0,1.732051,10.392305,65.817931,71.014083,-67.549981,0,71.014083,13.856406,10243.348476,-10310.898457,-1.732051,-65.817931,-6.928203,1.732051,3.464102,-65.817931,10387.108693,-76.210236,good
77.942286,-3356.714465,-3438.120853,13.856406,-72.746134,3.464102,-69.282032,69.282032,0,-3.464102,12.124356,12.124356,67.549981,65.817931,-69.282032,5.196152,77.942286,19.052559,3370.570872,-3415.604193,3.464102,-62.353829,-12.124356,5.196152,3.464102,-64.08588,3505.670835,-64.08588,bad
121.243557,-2617.12877,-2655.233888,100.458947,-116.047404,3.464102,-121.243557,24.248711,1.732051,-1.732051,6.928203,13.856406,107.38715,24.248711,-112.583302,5.196152,121.243557,-71.014083,2629.253126,-2634.449278,3.464102,-19.052559,-15.588457,8.660254,10.392305,-20.78461,2767.81719,-20.78461,good
62.353829,-6786.175064,-6877.973757,-10.392305,-62.353829,5.196152,-60.621778,77.942286,-3.464102,-3.464102,6.928203,12.124356,57.157677,77.942286,-55.425626,3.464102,60.621778,36.373067,6801.763521,-6867.581452,5.196152,-74.478185,-12.124356,5.196152,5.196152,-72.746134,6938.595535,-72.746134,bad
90.066642,-8242.829793,-8274.006708,74.478185,-91.798693,6.928203,-95.262794,20.78461,-1.732051,-8.660254,8.660254,8.660254,93.530744,20.78461,-93.530744,-1.732051,93.530744,-53.693575,8246.293895,-8260.150301,1.732051,-20.78461,-12.124356,1.732051,8.660254,-15.588457,8355.413096,-17.320508,good
71.014083,-16248.368626,-16350.559623,-22.51666,-67.549981,5.196152,-71.014083,91.798693,-1.732051,-5.196152,3.464102,6.928203,71.014083,93.530744,-67.549981,0,69.282032,38.105118,16257.02888,-16334.971166,-3.464102,-86.60254,-10.392305,1.732051,8.660254,-91.798693,16414.645503,-90.066642,good
41.569219,-6581.793069,-6640.682796,-10.392305,-43.30127,5.196152,-36.373067,57.157677,-1.732051,-5.196152,3.464102,8.660254,43.30127,53.693575,-36.373067,0,39.837169,24.248711,6585.25717,-6635.486644,1.732051,-51.961524,-8.660254,0,0,-51.961524,6682.252016,-53.693575,good
46.765372,-2681.21465,-2727.980022,19.052559,-45.033321,1.732051,-46.765372,25.980762,-1.732051,1.732051,5.196152,1.732051,45.033321,32.908965,-46.765372,-3.464102,43.30127,1.732051,2693.339006,-2710.659514,1.732051,-24.248711,-10.392305,-1.732051,10.392305,-31.176915,2767.81719,-29.444864,good
103.923048,-2996.447897,-3055.337625,67.549981,-107.38715,1.732051,-105.655099,43.30127,-3.464102,5.196152,10.392305,13.856406,95.262794,39.837169,-98.726896,-6.928203,107.38715,-38.105118,3005.108151,-3038.017116,8.660254,-38.105118,-10.392305,3.464102,5.196152,-45.033321,3150.600419,-43.30127,good
93.530744,-3990.645061,-4023.554026,79.674337,-95.262794,6.928203,-95.262794,22.51666,-3.464102,0,8.660254,12.124356,86.60254,20.78461,-90.066642,0,93.530744,-51.961524,3997.573264,-4007.965569,5.196152,-13.856406,-12.124356,6.928203,5.196152,-15.588457,4108.424516,-15.588457,good
50.229473,-2204.900678,-2249.933999,17.320508,-50.229473,8.660254,-48.497423,31.176915,-1.732051,-5.196152,3.464102,13.856406,48.497423,32.908965,-46.765372,1.732051,48.497423,-1.732051,2213.560932,-2237.809643,1.732051,-27.712813,-12.124356,1.732051,1.732051,-34.641016,2298.431422,-36.373067,good
55.425626,-3860.74125,-3907.506622,27.712813,-58.889727,-1.732051,-53.693575,36.373067,-1.732051,0,10.392305,12.124356,51.961524,32.908965,-46.765372,8.660254,50.229473,1.732051,3878.061758,-3893.650215,8.660254,-34.641016,-8.660254,5.196152,6.928203,-29.444864,3957.736095,-31.176915,good
50.229473,-1893.131533,-1931.23665,36.373067,-53.693575,6.928203,-50.229473,24.248711,0,-3.464102,5.196152,13.856406,48.497423,22.51666,-45.033321,-1.732051,51.961524,-10.392305,1906.987939,-1915.648193,5.196152,-20.78461,-12.124356,10.392305,5.196152,-22.51666,1974.537921,-25.980762,bad
100.458947,-1046.158688,-1084.263806,84.87049,-103.923048,8.660254,-105.655099,22.51666,-1.732051,-3.464102,6.928203,13.856406,95.262794,25.980762,-98.726896,1.732051,100.458947,-51.961524,1054.818942,-1068.675348,5.196152,-17.320508,-13.856406,6.928203,6.928203,-19.052559,1177.794549,-20.78461,good
95.262794,-2414.478826,-2452.583944,81.406388,-96.994845,8.660254,-96.994845,22.51666,-1.732051,-3.464102,5.196152,13.856406,90.066642,25.980762,-91.798693,1.732051,95.262794,-50.229473,2424.871131,-2436.995486,5.196152,-17.320508,-13.856406,8.660254,5.196152,-20.78461,2540.918535,-20.78461,good
43.30127,-6219.79445,-6280.416228,1.732051,-39.837169,6.928203,-45.033321,39.837169,3.464102,-1.732051,3.464102,10.392305,38.105118,45.033321,-34.641016,5.196152,41.569219,27.712813,6233.650856,-6254.435466,1.732051,-45.033321,-12.124356,6.928203,6.928203,-50.229473,6311.593143,-41.569219,good
96.994845,-2260.326304,-2296.699371,83.138439,-102.190998,3.464102,-98.726896,25.980762,-1.732051,-1.732051,12.124356,12.124356,98.726896,24.248711,-96.994845,1.732051,96.994845,-50.229473,2267.254507,-2281.110914,1.732051,-19.052559,-13.856406,3.464102,3.464102,-24.248711,2385.033962,-22.51666,good
103.923048,-27517.09118,-27627.942432,12.124356,-109.119201,3.464102,-103.923048,93.530744,3.464102,-1.732051,6.928203,8.660254,105.655099,98.726896,-100.458947,0,112.583302,10.392305,27529.215535,-27617.550127,-5.196152,-98.726896,-15.588457,0,8.660254,-95.262794,27728.401378,-95.262794,bad
62.353829,-4503.3321,-4553.561573,38.105118,-62.353829,3.464102,-62.353829,31.176915,-1.732051,-3.464102,5.196152,5.196152,62.353829,32.908965,-62.353829,1.732051,60.621778,-5.196152,4520.652608,-4539.705167,1.732051,-31.176915,-13.856406,0,8.660254,-31.176915,4608.987199,-29.444864,good
67.549981,-12184.977431,-12236.938955,32.908965,-65.817931,3.464102,-67.549981,34.641016,-1.732051,-6.928203,10.392305,12.124356,65.817931,36.373067,-60.621778,6.928203,69.282032,-8.660254,12195.369736,-12209.226143,0,-36.373067,-13.856406,3.464102,12.124356,-32.908965,12288.90048,-34.641016,good
45.033321,-3957.736095,-4037.410432,-13.856406,-48.497423,1.732051,-46.765372,65.817931,-1.732051,-3.464102,5.196152,10.392305,45.033321,67.549981,-41.569219,1.732051,45.033321,39.837169,3968.1284,-4021.821975,5.196152,-65.817931,-12.124356,1.732051,8.660254,-62.353829,4077.247601,-60.621778,good
71.014083,-20637.385372,-20685.882795,31.176915,-76.210236,5.196152,-76.210236,41.569219,0,0,5.196152,10.392305,64.08588,41.569219,-62.353829,5.196152,72.746134,-3.464102,20642.581525,-20675.49049,-3.464102,-45.033321,-13.856406,3.464102,13.856406,-38.105118,20748.236624,-41.569219,bad
77.942286,-11152.67515,-11197.708471,43.30127,-74.478185,1.732051,-74.478185,38.105118,0,0,10.392305,13.856406,64.08588,36.373067,-62.353829,6.928203,72.746134,-12.124356,11157.871302,-11183.852064,3.464102,-29.444864,-12.124356,5.196152,6.928203,-25.980762,11260.0623,-32.908965,bad
58.889727,-10508.35225,-10534.333012,39.837169,-60.621778,1.732051,-57.157677,25.980762,-1.732051,-3.464102,5.196152,8.660254,58.889727,24.248711,-53.693575,1.732051,53.693575,-20.78461,10510.0843,-10530.86891,1.732051,-22.51666,-8.660254,1.732051,3.464102,-15.588457,10588.026587,-20.78461,good
55.425626,-13326.398913,-13376.628387,13.856406,-55.425626,3.464102,-48.497423,43.30127,-3.464102,-5.196152,6.928203,8.660254,55.425626,41.569219,-53.693575,1.732051,55.425626,1.732051,13331.595066,-13369.700184,0,-39.837169,-8.660254,3.464102,0,-41.569219,13433.786064,-45.033321,good
62.353829,-2419.674978,-2449.119842,45.033321,-71.014083,3.464102,-58.889727,27.712813,-1.732051,-1.732051,5.196152,3.464102,64.08588,24.248711,-58.889727,-1.732051,64.08588,-22.51666,2419.674978,-2440.459588,-1.732051,-25.980762,-8.660254,3.464102,0,-19.052559,2506.277519,-24.248711,good
60.621778,-2492.421112,-2514.937773,50.229473,-57.157677,3.464102,-53.693575,12.124356,-1.732051,-5.196152,3.464102,1.732051,55.425626,10.392305,-48.497423,3.464102,51.961524,-31.176915,2506.277519,-2509.74162,1.732051,-13.856406,-10.392305,5.196152,5.196152,-5.196152,2561.703144,-8.660254,good
46.765372,-646.054951,-691.088272,20.78461,-45.033321,3.464102,-41.569219,27.712813,-1.732051,-1.732051,8.660254,8.660254,43.30127,34.641016,-41.569219,-1.732051,48.497423,5.196152,656.447256,-673.767764,1.732051,-24.248711,-10.392305,0,3.464102,-31.176915,732.657492,-31.176915,good
50.229473,-10814.925242,-10854.762411,22.51666,-57.157677,3.464102,-53.693575,34.641016,0,1.732051,6.928203,10.392305,51.961524,34.641016,-48.497423,0,50.229473,-3.464102,10816.657293,-10842.638055,1.732051,-29.444864,-10.392305,1.732051,6.928203,-29.444864,10898.063681,-32.908965,good
84.87049,-6110.675249,-6205.938044,1.732051,-88.334591,8.660254,-83.138439,83.138439,-1.732051,-3.464102,5.196152,13.856406,81.406388,84.87049,-77.942286,3.464102,81.406388,22.51666,6121.067554,-6192.081637,1.732051,-81.406388,-8.660254,5.196152,0,-83.138439,6290.808533,-83.138439,good
