@relation german_credit-weka.filters.unsupervised.instance.Resample-S0-Z30.0-no-replacement-V-weka.filters.unsupervised.attribute.NominalToBinary-Rfirst-last-weka.filters.supervised.attribute.NominalToBinary-weka.filters.unsupervised.attribute.RandomProjection-N28-R43-DSparse1

@attribute K1 numeric
@attribute K2 numeric
@attribute K3 numeric
@attribute K4 numeric
@attribute K5 numeric
@attribute K6 numeric
@attribute K7 numeric
@attribute K8 numeric
@attribute K9 numeric
@attribute K10 numeric
@attribute K11 numeric
@attribute K12 numeric
@attribute K13 numeric
@attribute K14 numeric
@attribute K15 numeric
@attribute K16 numeric
@attribute K17 numeric
@attribute K18 numeric
@attribute K19 numeric
@attribute K20 numeric
@attribute K21 numeric
@attribute K22 numeric
@attribute K23 numeric
@attribute K24 numeric
@attribute K25 numeric
@attribute K26 numeric
@attribute K27 numeric
@attribute K28 numeric
@attribute class {good,bad}

@data
60.621778,-72.746134,2442.191639,-5.196152,-65.817931,51.961524,-12.124356,-2327.876285,-1.732051,-20.78461,2374.641657,6.928203,-57.157677,1.732051,-62.353829,-1.732051,2372.909606,57.157677,57.157677,-6.928203,13.856406,62.353829,-2372.909606,77.942286,2447.387791,1.732051,2379.83781,-57.157677,good
74.478185,-81.406388,803.671575,-6.928203,-65.817931,51.961524,-12.124356,-684.160069,5.196152,-27.712813,736.121593,1.732051,-62.353829,6.928203,-71.014083,-1.732051,734.389542,64.08588,58.889727,-8.660254,10.392305,65.817931,-732.657492,86.60254,801.939524,5.196152,736.121593,-64.08588,good
64.08588,-88.334591,779.422863,-3.464102,-77.942286,45.033321,-15.588457,-659.911358,-1.732051,-32.908965,704.944679,13.856406,-72.746134,17.320508,-79.674337,-1.732051,704.944679,71.014083,51.961524,0,19.052559,72.746134,-689.356221,98.726896,775.958762,8.660254,708.40878,-74.478185,good
60.621778,-69.282032,4238.328326,-3.464102,-62.353829,36.373067,-8.660254,-4137.869379,5.196152,-24.248711,4188.098853,5.196152,-62.353829,6.928203,-64.08588,-3.464102,4174.242446,57.157677,50.229473,0,12.124356,62.353829,-4175.974497,74.478185,4240.060377,5.196152,4182.9027,-57.157677,good
46.765372,-93.530744,3375.767024,-8.660254,-67.549981,27.712813,-36.373067,-3283.968331,1.732051,-45.033321,3306.484992,24.248711,-58.889727,29.444864,-60.621778,-1.732051,3304.752941,58.889727,39.837169,-5.196152,34.641016,64.08588,-3282.23628,96.994845,3372.302922,3.464102,3309.949093,-57.157677,good
15.588457,-90.066642,7009.609618,-3.464102,-48.497423,3.464102,-38.105118,-6957.648094,1.732051,-53.693575,6957.648094,34.641016,-39.837169,38.105118,-48.497423,-3.464102,6954.183992,43.30127,6.928203,-1.732051,41.569219,51.961524,-6926.471179,88.334591,7011.341669,3.464102,6962.844246,-45.033321,good
31.176915,-79.674337,10212.171561,-6.928203,-62.353829,13.856406,-31.176915,-10139.425428,6.928203,-41.569219,10155.013885,25.980762,-51.961524,29.444864,-48.497423,1.732051,10155.013885,50.229473,22.51666,-3.464102,32.908965,53.693575,-10134.229275,91.798693,10213.903612,5.196152,10156.745936,-50.229473,good
90.066642,-114.315353,2291.503218,-10.392305,-100.458947,69.282032,-17.320508,-2113.101985,3.464102,-36.373067,2187.58017,17.320508,-90.066642,17.320508,-103.923048,-5.196152,2187.58017,98.726896,81.406388,-6.928203,25.980762,98.726896,-2175.455814,128.17176,2279.378863,1.732051,2191.044272,-95.262794,good
48.497423,-79.674337,2610.200567,1.732051,-64.08588,31.176915,-20.78461,-2511.473671,-1.732051,-34.641016,2547.846738,13.856406,-53.693575,15.588457,-64.08588,-0,2551.31084,53.693575,45.033321,-6.928203,20.78461,58.889727,-2530.52623,83.138439,2605.004415,5.196152,2547.846738,-57.157677,good
-20.78461,-119.511506,8261.882352,-1.732051,-50.229473,-45.033321,-77.942286,-8258.41825,5.196152,-90.066642,8227.241336,72.746134,-46.765372,72.746134,-50.229473,-1.732051,8215.11698,41.569219,-31.176915,-6.928203,81.406388,45.033321,-8145.834948,129.903811,8256.6862,12.124356,8218.581082,-39.837169,bad
-27.712813,-133.367912,10641.720162,-10.392305,-53.693575,-36.373067,-77.942286,-10612.275298,0,-91.798693,10579.366333,86.60254,-51.961524,81.406388,-53.693575,0,10575.902231,48.497423,-25.980762,-5.196152,84.87049,55.425626,-10503.156097,145.492268,10638.25606,0,10582.830434,-57.157677,good
46.765372,-96.994845,3697.928474,-1.732051,-67.549981,29.444864,-22.51666,-3607.861832,0,-46.765372,3635.574645,24.248711,-64.08588,25.980762,-74.478185,-3.464102,3628.646442,57.157677,36.373067,0,29.444864,67.549981,-3611.325934,96.994845,3697.928474,5.196152,3635.574645,-62.353829,bad
58.889727,-81.406388,2185.848119,-6.928203,-71.014083,39.837169,-12.124356,-2071.532766,1.732051,-31.176915,2116.566087,10.392305,-62.353829,15.588457,-64.08588,3.464102,2116.566087,62.353829,51.961524,-1.732051,15.588457,64.08588,-2111.369934,88.334591,2185.848119,5.196152,2120.030188,-65.817931,good
36.373067,-65.817931,2050.748156,0,-51.961524,15.588457,-22.51666,-1981.466124,3.464102,-32.908965,1998.786632,12.124356,-48.497423,20.78461,-45.033321,1.732051,2003.982784,41.569219,27.712813,1.732051,20.78461,43.30127,-1981.466124,71.014083,2049.016105,8.660254,2005.714835,-41.569219,good
60.621778,-109.119201,10821.853446,-8.660254,-81.406388,39.837169,-29.444864,-10704.073991,3.464102,-51.961524,10745.64321,25.980762,-76.210236,24.248711,-74.478185,-0,10738.715007,72.746134,51.961524,-6.928203,34.641016,81.406388,-10721.394499,119.511506,10825.317547,6.928203,10745.64321,-69.282032,good
0,-88.334591,10757.767566,-8.660254,-41.569219,-10.392305,-50.229473,-10730.054753,6.928203,-58.889727,10711.002194,48.497423,-32.908965,50.229473,-36.373067,1.732051,10709.270143,41.569219,-10.392305,-8.660254,51.961524,43.30127,-10669.432975,100.458947,10756.035515,5.196152,10714.466296,-41.569219,good
55.425626,-76.210236,2473.368553,-6.928203,-67.549981,34.641016,-22.51666,-2376.373708,6.928203,-34.641016,2412.746775,12.124356,-55.425626,15.588457,-67.549981,-3.464102,2409.282673,58.889727,46.765372,-8.660254,20.78461,62.353829,-2402.35447,88.334591,2462.976248,8.660254,2412.746775,-60.621778,good
22.51666,-128.17176,4049.534788,-8.660254,-74.478185,-5.196152,-62.353829,-3981.984807,5.196152,-79.674337,3976.788654,55.425626,-62.353829,60.621778,-69.282032,-3.464102,3978.520705,64.08588,10.392305,-5.196152,62.353829,69.282032,-3923.095079,138.564065,4046.070686,3.464102,3983.716857,-65.817931,good
36.373067,-45.033321,2381.56986,-1.732051,-48.497423,25.980762,-10.392305,-2312.287828,0,-20.78461,2334.804489,8.660254,-39.837169,3.464102,-36.373067,1.732051,2341.732692,36.373067,34.641016,-6.928203,8.660254,39.837169,-2336.536539,58.889727,2379.83781,1.732051,2343.464743,-38.105118,good
41.569219,-65.817931,3635.574645,-1.732051,-57.157677,20.78461,-20.78461,-3566.292613,1.732051,-34.641016,3587.077222,12.124356,-48.497423,17.320508,-58.889727,-1.732051,3587.077222,43.30127,29.444864,-3.464102,19.052559,46.765372,-3573.220816,74.478185,3635.574645,5.196152,3592.273375,-45.033321,good
20.78461,-90.066642,4092.836058,-1.732051,-55.425626,1.732051,-43.30127,-4032.21428,3.464102,-53.693575,4040.874534,34.641016,-45.033321,38.105118,-51.961524,-3.464102,4037.410432,50.229473,15.588457,-8.660254,48.497423,57.157677,-3999.305315,96.994845,4089.371957,6.928203,4037.410432,-46.765372,good
13.856406,-98.726896,10385.376642,-8.660254,-58.889727,0,-39.837169,-10321.290762,6.928203,-57.157677,10329.951016,46.765372,-48.497423,39.837169,-46.765372,-0,10324.754864,51.961524,8.660254,0,46.765372,55.425626,-10290.113848,105.655099,10385.376642,6.928203,10328.218966,-48.497423,good
31.176915,-76.210236,5902.829152,-6.928203,-62.353829,15.588457,-27.712813,-5824.886866,1.732051,-41.569219,5847.403526,29.444864,-51.961524,25.980762,-55.425626,1.732051,5847.403526,50.229473,27.712813,-3.464102,34.641016,55.425626,-5821.422764,91.798693,5902.829152,3.464102,5850.867628,-53.693575,good
45.033321,-162.812776,3959.468146,-10.392305,-100.458947,27.712813,-57.157677,-3819.172031,3.464102,-77.942286,3850.348945,62.353829,-95.262794,58.889727,-96.994845,-8.660254,3845.152793,96.994845,41.569219,-6.928203,60.621778,103.923048,-3798.387421,168.008928,3950.807892,-1.732051,3850.348945,-102.190998,bad
39.837169,-51.961524,1397.765002,-5.196152,-45.033321,36.373067,-12.124356,-1328.482969,5.196152,-19.052559,1356.195782,6.928203,-45.033321,6.928203,-53.693575,-1.732051,1350.99963,39.837169,36.373067,-1.732051,17.320508,51.961524,-1350.99963,57.157677,1401.229103,1.732051,1357.927833,-45.033321,good
76.210236,-109.119201,11294.703316,-3.464102,-96.994845,62.353829,-17.320508,-11130.158489,0,-31.176915,11201.172573,19.052559,-91.798693,15.588457,-93.530744,6.928203,11199.440522,86.60254,76.210236,-1.732051,22.51666,91.798693,-11183.852064,117.779455,11289.507164,6.928203,11199.440522,-86.60254,bad
-1.732051,-117.779455,16622.4916,-1.732051,-55.425626,-10.392305,-60.621778,-16580.922381,5.196152,-71.014083,16565.333924,57.157677,-51.961524,62.353829,-64.08588,-1.732051,16563.601873,46.765372,-12.124356,0,60.621778,55.425626,-16506.444196,116.047404,16619.027499,8.660254,16572.262127,-53.693575,good
-8.660254,-100.458947,10828.781649,-3.464102,-48.497423,-27.712813,-60.621778,-10813.193192,-3.464102,-79.674337,10788.94448,57.157677,-32.908965,55.425626,-48.497423,-1.732051,10783.748328,38.105118,-15.588457,-8.660254,62.353829,36.373067,-10738.715007,110.851252,10820.121395,1.732051,10790.676531,-36.373067,bad
41.569219,-64.08588,2456.048045,-5.196152,-46.765372,29.444864,-19.052559,-2376.373708,3.464102,-25.980762,2402.35447,8.660254,-48.497423,12.124356,-46.765372,-1.732051,2400.622419,43.30127,34.641016,-1.732051,15.588457,46.765372,-2391.962165,62.353829,2456.048045,3.464102,2407.550623,-41.569219,good
77.942286,-107.38715,2745.30053,-10.392305,-93.530744,48.497423,-20.78461,-2603.272364,5.196152,-39.837169,2662.162091,20.78461,-81.406388,22.51666,-93.530744,-3.464102,2655.233888,83.138439,67.549981,-3.464102,31.176915,86.60254,-2643.109532,121.243557,2741.836428,1.732051,2663.894142,-86.60254,good
55.425626,-169.740979,3493.546479,-12.124356,-105.655099,31.176915,-55.425626,-3337.661906,3.464102,-79.674337,3384.427278,60.621778,-100.458947,58.889727,-102.190998,-3.464102,3375.767024,105.655099,50.229473,-5.196152,62.353829,105.655099,-3329.001652,178.401233,3483.154174,3.464102,3377.499075,-103.923048,bad
-29.444864,-126.439709,25022.938017,-10.392305,-46.765372,-46.765372,-81.406388,-25014.277763,6.928203,-95.262794,24977.904696,76.210236,-43.30127,83.138439,-39.837169,1.732051,24970.976493,43.30127,-38.105118,0,84.87049,43.30127,-24899.96241,131.635861,25022.938017,5.196152,24974.440594,-39.837169,bad
20.78461,-84.87049,5552.954889,-5.196152,-53.693575,-5.196152,-43.30127,-5509.653619,0,-62.353829,5509.653619,34.641016,-43.30127,38.105118,-50.229473,-0,5506.189517,39.837169,13.856406,-10.392305,39.837169,45.033321,-5473.280552,96.994845,5547.758737,5.196152,5509.653619,-45.033321,good
12.124356,-126.439709,3218.1504,-8.660254,-64.08588,-8.660254,-53.693575,-3150.600419,-1.732051,-81.406388,3147.136317,60.621778,-60.621778,58.889727,-65.817931,-5.196152,3141.940165,57.157677,6.928203,-5.196152,62.353829,67.549981,-3095.174793,135.099963,3211.222197,1.732051,3150.600419,-65.817931,bad
-1.732051,-102.190998,4189.830904,-5.196152,-50.229473,-27.712813,-62.353829,-4170.778345,3.464102,-79.674337,4143.065532,51.961524,-36.373067,62.353829,-48.497423,-1.732051,4144.797583,39.837169,-12.124356,-5.196152,62.353829,43.30127,-4087.639906,112.583302,4182.9027,6.928203,4148.261684,-41.569219,good
-3.464102,-112.583302,14138.730742,-3.464102,-55.425626,-12.124356,-62.353829,-14098.893574,3.464102,-71.014083,14083.305116,60.621778,-50.229473,58.889727,-51.961524,-1.732051,14083.305116,48.497423,-6.928203,-5.196152,60.621778,55.425626,-14024.415389,117.779455,14140.462793,3.464102,14086.769218,-51.961524,good
84.87049,-105.655099,2109.637884,-12.124356,-88.334591,67.549981,-8.660254,-1943.361006,1.732051,-27.712813,2012.643038,15.588457,-79.674337,8.660254,-93.530744,-6.928203,2009.178937,83.138439,81.406388,-5.196152,13.856406,90.066642,-2009.178937,112.583302,2100.97763,1.732051,2012.643038,-90.066642,good
3.464102,-147.224319,10387.108693,-1.732051,-71.014083,-1.732051,-76.210236,-10316.09461,6.928203,-76.210236,10312.630508,67.549981,-72.746134,71.014083,-76.210236,-3.464102,10307.434356,69.282032,-3.464102,-3.464102,76.210236,69.282032,-10236.420273,143.760217,10381.912541,8.660254,10314.362559,-64.08588,good
24.248711,-126.439709,3495.27853,-12.124356,-76.210236,-3.464102,-57.157677,-3413.872142,0,-81.406388,3419.068294,57.157677,-58.889727,57.157677,-69.282032,1.732051,3420.800345,67.549981,19.052559,-6.928203,67.549981,69.282032,-3370.570872,143.760217,3488.350326,0,3420.800345,-67.549981,bad
105.655099,-131.635861,2760.888987,-10.392305,-116.047404,83.138439,-12.124356,-2551.31084,3.464102,-34.641016,2643.109532,22.51666,-105.655099,12.124356,-116.047404,-8.660254,2634.449278,114.315353,98.726896,-6.928203,20.78461,116.047404,-2632.717228,143.760217,2748.764632,3.464102,2641.377482,-116.047404,good
3.464102,-129.903811,6926.471179,-5.196152,-65.817931,-22.51666,-72.746134,-6884.90196,3.464102,-90.066642,6869.313503,64.08588,-55.425626,69.282032,-62.353829,-3.464102,6858.921198,57.157677,-6.928203,-5.196152,72.746134,62.353829,-6801.763521,136.832014,6921.275027,5.196152,6864.11735,-57.157677,bad
81.406388,-107.38715,8353.681045,-8.660254,-90.066642,64.08588,-15.588457,-8197.796472,5.196152,-32.908965,8268.810555,13.856406,-88.334591,17.320508,-84.87049,3.464102,8258.41825,88.334591,76.210236,-8.660254,17.320508,93.530744,-8249.757996,116.047404,8353.681045,8.660254,8261.882352,-88.334591,good
-15.588457,-155.884573,16409.449351,-6.928203,-71.014083,-31.176915,-91.798693,-16369.612182,5.196152,-103.923048,16345.363471,91.798693,-65.817931,88.334591,-69.282032,1.732051,16341.899369,64.08588,-22.51666,-6.928203,100.458947,71.014083,-16253.564778,169.740979,16411.181402,6.928203,16341.899369,-65.817931,good
-1.732051,-90.066642,6671.859711,1.732051,-41.569219,-19.052559,-53.693575,-6647.610999,1.732051,-62.353829,6635.486644,46.765372,-39.837169,46.765372,-38.105118,1.732051,6630.290491,38.105118,-8.660254,-6.928203,51.961524,41.569219,-6586.989221,93.530744,6673.591762,6.928203,6635.486644,-36.373067,good
24.248711,-69.282032,2757.424886,-5.196152,-46.765372,5.196152,-32.908965,-2710.659514,3.464102,-46.765372,2714.123615,24.248711,-36.373067,27.712813,-39.837169,-1.732051,2717.587717,41.569219,13.856406,-10.392305,31.176915,39.837169,-2689.874904,83.138439,2753.960784,6.928203,2715.855666,-36.373067,good
77.942286,-145.492268,3136.744013,-6.928203,-103.923048,53.693575,-41.569219,-2982.591491,3.464102,-60.621778,3038.017116,32.908965,-93.530744,34.641016,-107.38715,-8.660254,3034.553015,98.726896,65.817931,-5.196152,43.30127,96.994845,-3008.572253,150.68842,3136.744013,-1.732051,3041.481218,-96.994845,good
90.066642,-107.38715,4098.032211,-6.928203,-93.530744,67.549981,-15.588457,-3942.147638,1.732051,-34.641016,4009.69762,12.124356,-84.87049,8.660254,-91.798693,-5.196152,4002.769416,86.60254,79.674337,-8.660254,19.052559,90.066642,-4001.037365,116.047404,4098.032211,3.464102,4009.69762,-84.87049,good
27.712813,-76.210236,2288.039117,1.732051,-53.693575,5.196152,-31.176915,-2223.953237,3.464102,-41.569219,2243.005796,24.248711,-48.497423,27.712813,-55.425626,-3.464102,2237.809643,46.765372,17.320508,-5.196152,32.908965,48.497423,-2213.560932,81.406388,2282.842964,8.660254,2244.737847,-46.765372,good
36.373067,-81.406388,3949.075841,-10.392305,-58.889727,15.588457,-32.908965,-3876.329707,5.196152,-48.497423,3891.918165,20.78461,-46.765372,29.444864,-53.693575,1.732051,3891.918165,48.497423,29.444864,-8.660254,32.908965,55.425626,-3871.133555,93.530744,3943.879689,3.464102,3890.186114,-50.229473,good
41.569219,-67.549981,1967.609717,-8.660254,-50.229473,20.78461,-19.052559,-1893.131533,3.464102,-34.641016,1920.844346,13.856406,-45.033321,15.588457,-51.961524,-1.732051,1910.452041,46.765372,25.980762,-6.928203,24.248711,50.229473,-1903.523838,76.210236,1967.609717,5.196152,1917.380244,-46.765372,bad
91.798693,-114.315353,1165.670193,-10.392305,-98.726896,65.817931,-17.320508,-997.661265,3.464102,-38.105118,1068.675348,15.588457,-93.530744,15.588457,-105.655099,-6.928203,1063.479196,91.798693,79.674337,-6.928203,22.51666,98.726896,-1056.550993,126.439709,1162.206092,3.464102,1073.871501,-96.994845,good
88.334591,-109.119201,2532.258281,-10.392305,-95.262794,64.08588,-15.588457,-2367.713454,5.196152,-36.373067,2436.995486,15.588457,-88.334591,13.856406,-98.726896,-10.392305,2430.067283,91.798693,76.210236,-5.196152,24.248711,96.994845,-2428.335232,119.511506,2528.794179,0,2442.191639,-93.530744,good
6.928203,-71.014083,6299.468787,-6.928203,-41.569219,-15.588457,-29.444864,-6270.023923,-1.732051,-55.425626,6259.631619,39.837169,-24.248711,36.373067,-41.569219,-1.732051,6261.363669,34.641016,-1.732051,-5.196152,43.30127,34.641016,-6233.650856,84.87049,6292.540584,0,6264.827771,-36.373067,good
90.066642,-110.851252,2374.641657,-12.124356,-102.190998,62.353829,-17.320508,-2211.828881,1.732051,-39.837169,2277.646812,13.856406,-90.066642,17.320508,-93.530744,-5.196152,2275.914761,90.066642,81.406388,-5.196152,24.248711,96.994845,-2270.718609,124.707658,2372.909606,0,2282.842964,-91.798693,good
19.052559,-192.25764,27721.473175,-10.392305,-102.190998,-3.464102,-90.066642,-27608.889873,3.464102,-110.851252,27621.014228,90.066642,-98.726896,91.798693,-96.994845,-0,27608.889873,100.458947,12.124356,-5.196152,95.262794,103.923048,-27532.679637,202.649944,27714.544972,3.464102,27612.353974,-98.726896,bad
46.765372,-88.334591,4602.058996,-10.392305,-65.817931,17.320508,-31.176915,-4517.188506,8.660254,-48.497423,4537.973116,20.78461,-53.693575,31.176915,-53.693575,-3.464102,4536.241065,60.621778,32.908965,-5.196152,32.908965,60.621778,-4517.188506,98.726896,4598.594894,6.928203,4537.973116,-53.693575,good
39.837169,-93.530744,12288.90048,-10.392305,-65.817931,20.78461,-27.712813,-12197.101787,3.464102,-48.497423,12224.8146,31.176915,-55.425626,31.176915,-58.889727,-0,12219.618447,58.889727,38.105118,-6.928203,36.373067,71.014083,-12190.173584,107.38715,12281.972276,8.660254,12217.886397,-60.621778,good
-5.196152,-103.923048,4066.855296,-5.196152,-43.30127,-32.908965,-55.425626,-4049.534788,3.464102,-79.674337,4028.750178,51.961524,-39.837169,62.353829,-41.569219,-3.464102,4016.625823,39.837169,-15.588457,-3.464102,58.889727,46.765372,-3966.396349,112.583302,4059.927093,8.660254,4021.821975,-38.105118,good
39.837169,-110.851252,20743.040471,-10.392305,-76.210236,19.052559,-36.373067,-20652.973829,5.196152,-55.425626,20678.954592,36.373067,-65.817931,38.105118,-72.746134,1.732051,20672.026388,64.08588,32.908965,1.732051,41.569219,67.549981,-20646.045626,121.243557,20743.040471,10.392305,20675.49049,-62.353829,bad
45.033321,-98.726896,11256.598198,-13.856406,-71.014083,32.908965,-32.908965,-11152.67515,1.732051,-46.765372,11180.387963,31.176915,-64.08588,25.980762,-71.014083,-0,11182.120014,62.353829,43.30127,-6.928203,31.176915,71.014083,-11161.335404,109.119201,11253.134097,0,11182.120014,-69.282032,bad
43.30127,-76.210236,10584.562485,-5.196152,-58.889727,29.444864,-19.052559,-10494.495843,6.928203,-31.176915,10529.136859,13.856406,-57.157677,20.78461,-53.693575,0,10520.476605,55.425626,38.105118,-3.464102,20.78461,60.621778,-10511.816351,81.406388,10582.830434,5.196152,10525.672758,-53.693575,good
19.052559,-88.334591,13423.393759,-1.732051,-64.08588,8.660254,-43.30127,-13359.307879,-1.732051,-51.961524,13367.968133,38.105118,-46.765372,36.373067,-50.229473,5.196152,13369.700184,50.229473,19.052559,-8.660254,45.033321,53.693575,-13336.791218,98.726896,13423.393759,1.732051,13373.164285,-50.229473,good
48.497423,-84.87049,2501.081366,-6.928203,-64.08588,34.641016,-27.712813,-2404.086521,5.196152,-34.641016,2431.799334,20.78461,-60.621778,20.78461,-55.425626,1.732051,2435.263435,58.889727,41.569219,-3.464102,25.980762,58.889727,-2417.942927,88.334591,2502.813417,1.732051,2443.923689,-55.425626,good
51.961524,-69.282032,2568.631348,-5.196152,-57.157677,43.30127,-12.124356,-2464.708299,8.660254,-17.320508,2499.349315,8.660254,-50.229473,10.392305,-46.765372,-1.732051,2508.009569,53.693575,43.30127,-1.732051,12.124356,55.425626,-2497.617265,65.817931,2570.363398,5.196152,2504.545468,-50.229473,good
31.176915,-62.353829,717.069034,-3.464102,-46.765372,3.464102,-19.052559,-663.375459,-1.732051,-46.765372,677.231866,19.052559,-38.105118,22.51666,-39.837169,-0,675.499815,38.105118,24.248711,-8.660254,25.980762,41.569219,-659.911358,77.942286,711.872882,3.464102,675.499815,-41.569219,good
