@relation german_credit-weka.filters.unsupervised.instance.Resample-S0-Z30.0-no-replacement-V-weka.filters.unsupervised.attribute.NominalToBinary-Rfirst-last-weka.filters.supervised.attribute.NominalToBinary-weka.filters.unsupervised.attribute.RandomProjection-N28-R44-DSparse1

@attribute K1 numeric
@attribute K2 numeric
@attribute K3 numeric
@attribute K4 numeric
@attribute K5 numeric
@attribute K6 numeric
@attribute K7 numeric
@attribute K8 numeric
@attribute K9 numeric
@attribute K10 numeric
@attribute K11 numeric
@attribute K12 numeric
@attribute K13 numeric
@attribute K14 numeric
@attribute K15 numeric
@attribute K16 numeric
@attribute K17 numeric
@attribute K18 numeric
@attribute K19 numeric
@attribute K20 numeric
@attribute K21 numeric
@attribute K22 numeric
@attribute K23 numeric
@attribute K24 numeric
@attribute K25 numeric
@attribute K26 numeric
@attribute K27 numeric
@attribute K28 numeric
@attribute class {good,bad}

@data
-6.928203,3644.234899,-57.157677,34.641016,62.353829,-3635.574645,-39.837169,-3633.842594,55.425626,-3607.861832,3635.574645,-27.712813,-3574.952867,-3.464102,34.641016,-38.105118,3.464102,25.980762,3639.038747,3642.502848,-5.196152,-1.732051,-71.014083,-29.444864,3609.593883,3.464102,3692.732322,76.210236,bad
-5.196152,2123.49429,-57.157677,13.856406,64.08588,-2116.566087,-17.320508,-2113.101985,62.353829,-2104.441731,2121.762239,-15.588457,-2057.676359,-1.732051,17.320508,-19.052559,-3.464102,12.124356,2128.690443,2123.49429,-3.464102,1.732051,-71.014083,-17.320508,2102.70968,0,2178.919916,74.478185,good
0,2009.178937,-39.837169,22.51666,45.033321,-2002.250734,-24.248711,-2000.518683,41.569219,-1991.858429,2009.178937,-17.320508,-1957.217413,-3.464102,19.052559,-22.51666,0,13.856406,2012.643038,2005.714835,-5.196152,0,-50.229473,-22.51666,1983.198175,-1.732051,2045.552004,51.961524,good
-5.196152,10742.179109,-72.746134,27.712813,77.942286,-10735.250905,-31.176915,-10740.447058,72.746134,-10719.662448,10747.375261,-31.176915,-10671.165025,-3.464102,34.641016,-34.641016,1.732051,25.980762,10747.375261,10752.571413,-5.196152,0,-83.138439,-36.373067,10717.930397,0,10811.461141,90.066642,good
-6.928203,10716.198346,-39.837169,53.693575,43.30127,-10709.270143,-57.157677,-10714.466296,43.30127,-10665.968873,10719.662448,-60.621778,-10672.897076,-3.464102,58.889727,-55.425626,-3.464102,50.229473,10721.394499,10707.538092,-10.392305,-3.464102,-48.497423,-51.961524,10660.772721,1.732051,10752.571413,51.961524,good
-6.928203,2416.210877,-55.425626,25.980762,64.08588,-2411.014724,-25.980762,-2407.550623,60.621778,-2395.426267,2414.478826,-24.248711,-2353.857047,-8.660254,29.444864,-25.980762,-1.732051,12.124356,2414.478826,2411.014724,-5.196152,1.732051,-74.478185,-17.320508,2390.230114,0,2464.708299,72.746134,good
-8.660254,3987.180959,-60.621778,69.282032,67.549981,-3980.252756,-71.014083,-3975.056603,62.353829,-3921.363028,3983.716857,-69.282032,-3912.702774,-1.732051,67.549981,-65.817931,0,53.693575,3988.91301,3978.520705,-6.928203,0,-77.942286,-62.353829,3916.166876,0,4039.142483,79.674337,good
0,2340.000641,-36.373067,13.856406,41.569219,-2338.26859,-13.856406,-2338.26859,39.837169,-2333.072438,2341.732692,-17.320508,-2301.895523,-5.196152,17.320508,-13.856406,-1.732051,8.660254,2343.464743,2345.196793,-6.928203,-1.732051,-46.765372,-8.660254,2329.608336,1.732051,2378.105759,45.033321,good
-3.464102,3594.005426,-45.033321,29.444864,48.497423,-3594.005426,-27.712813,-3585.345172,45.033321,-3573.220816,3592.273375,-19.052559,-3542.043901,-5.196152,29.444864,-25.980762,1.732051,17.320508,3592.273375,3590.541324,-6.928203,0,-53.693575,-17.320508,3571.488765,3.464102,3628.646442,57.157677,good
-1.732051,4044.338636,-46.765372,45.033321,46.765372,-4032.21428,-48.497423,-4037.410432,41.569219,-3997.573264,4042.606585,-38.105118,-3997.573264,0,46.765372,-46.765372,6.928203,39.837169,4044.338636,4051.266839,0,-5.196152,-60.621778,-36.373067,4004.501467,0,4091.104007,53.693575,good
-3.464102,10329.951016,-45.033321,43.30127,53.693575,-10323.022813,-46.765372,-10323.022813,50.229473,-10288.381797,10333.415118,-50.229473,-10283.185645,-6.928203,51.961524,-45.033321,-1.732051,38.105118,10338.61127,10333.415118,-1.732051,-1.732051,-60.621778,-46.765372,10283.185645,0,10380.18049,60.621778,good
-1.732051,5852.599679,-48.497423,29.444864,55.425626,-5847.403526,-34.641016,-5842.207374,55.425626,-5821.422764,5854.33173,-27.712813,-5797.174053,-3.464102,32.908965,-31.176915,0,29.444864,5856.06378,5856.06378,-3.464102,-3.464102,-57.157677,-32.908965,5816.226612,0,5901.097101,58.889727,good
-12.124356,3857.277148,-88.334591,67.549981,98.726896,-3841.688691,-64.08588,-3848.616894,86.60254,-3793.191269,3850.348945,-69.282032,-3755.086151,-3.464102,67.549981,-64.08588,0,51.961524,3859.009199,3859.009199,1.732051,-1.732051,-110.851252,-62.353829,3798.387421,0,3949.075841,105.655099,bad
-1.732051,1356.195782,-46.765372,8.660254,41.569219,-1354.463732,-15.588457,-1350.99963,43.30127,-1345.803477,1359.659884,-6.928203,-1311.162461,-1.732051,10.392305,-12.124356,8.660254,13.856406,1354.463732,1359.659884,-1.732051,1.732051,-46.765372,-17.320508,1342.339376,3.464102,1396.032951,55.425626,good
1.732051,11201.172573,-84.87049,20.78461,91.798693,-11197.708471,-24.248711,-11199.440522,90.066642,-11185.584115,11208.100776,-17.320508,-11112.837981,-3.464102,25.980762,-20.78461,0,17.320508,11204.636674,11208.100776,-1.732051,0,-93.530744,-17.320508,11180.387963,5.196152,11289.507164,96.994845,bad
-5.196152,16572.262127,-50.229473,67.549981,55.425626,-16565.333924,-67.549981,-16563.601873,55.425626,-16509.908298,16570.530076,-64.08588,-16513.372399,-5.196152,67.549981,-65.817931,0,57.157677,16570.530076,16568.798025,-6.928203,1.732051,-58.889727,-67.549981,16501.248044,5.196152,16613.831346,64.08588,good
-6.928203,10790.676531,-36.373067,74.478185,38.105118,-10783.748328,-69.282032,-10788.94448,31.176915,-10730.054753,10787.21243,-67.549981,-10750.839363,-6.928203,67.549981,-67.549981,5.196152,55.425626,10785.480379,10792.408582,-6.928203,-1.732051,-51.961524,-57.157677,10731.786804,1.732051,10821.853446,51.961524,bad
-3.464102,2409.282673,-41.569219,13.856406,46.765372,-2402.35447,-15.588457,-2404.086521,45.033321,-2402.35447,2409.282673,-8.660254,-2364.249352,-8.660254,13.856406,-19.052559,-3.464102,12.124356,2411.014724,2417.942927,-3.464102,-1.732051,-51.961524,-20.78461,2393.694216,3.464102,2452.583944,51.961524,good
-3.464102,2669.090294,-77.942286,27.712813,86.60254,-2658.69799,-31.176915,-2656.965939,81.406388,-2644.841583,2667.358244,-29.444864,-2577.291602,-6.928203,29.444864,-29.444864,0,19.052559,2665.626193,2665.626193,-3.464102,-3.464102,-96.994845,-29.444864,2639.645431,5.196152,2743.568479,98.726896,good
-10.392305,3387.89138,-93.530744,65.817931,107.38715,-3370.570872,-67.549981,-3379.231126,95.262794,-3323.8055,3382.695227,-69.282032,-3275.308077,-8.660254,71.014083,-64.08588,-5.196152,46.765372,3382.695227,3386.159329,-5.196152,-1.732051,-116.047404,-58.889727,3323.8055,0,3483.154174,117.779455,bad
-3.464102,24981.368798,-36.373067,76.210236,45.033321,-24967.512391,-83.138439,-24972.708544,41.569219,-24896.498308,24979.636747,-81.406388,-24932.871375,-5.196152,83.138439,-83.138439,-3.464102,76.210236,24979.636747,24981.368798,-8.660254,-1.732051,-50.229473,-84.87049,24893.034206,0,25016.009814,53.693575,bad
-6.928203,5514.849771,-39.837169,48.497423,46.765372,-5509.653619,-46.765372,-5504.457466,43.30127,-5471.548501,5511.38567,-43.30127,-5466.352349,-6.928203,50.229473,-48.497423,-1.732051,34.641016,5511.38567,5516.581822,-10.392305,1.732051,-53.693575,-45.033321,5468.084399,1.732051,5542.562584,55.425626,good
-13.856406,3154.064521,-55.425626,69.282032,64.08588,-3141.940165,-69.282032,-3148.868368,55.425626,-3091.710692,3148.868368,-64.08588,-3081.318387,-1.732051,65.817931,-65.817931,1.732051,50.229473,3150.600419,3154.064521,-6.928203,1.732051,-72.746134,-65.817931,3089.978641,3.464102,3206.026045,76.210236,bad
-6.928203,4151.725786,-39.837169,69.282032,45.033321,-4146.529633,-71.014083,-4139.60143,43.30127,-4085.907855,4151.725786,-65.817931,-4101.496312,-3.464102,72.746134,-67.549981,1.732051,58.889727,4153.457837,4146.529633,-12.124356,1.732051,-48.497423,-64.08588,4080.711703,1.732051,4177.706548,55.425626,good
-6.928203,14088.501269,-50.229473,64.08588,51.961524,-14085.037167,-64.08588,-14078.108964,53.693575,-14026.14744,14085.037167,-62.353829,-14036.539745,-5.196152,69.282032,-62.353829,0,62.353829,14091.96537,14093.697421,-5.196152,-1.732051,-53.693575,-69.282032,14020.951287,1.732051,14131.802539,57.157677,good
-10.392305,2017.839191,-77.942286,20.78461,86.60254,-2005.714835,-17.320508,-2012.643038,77.942286,-2009.178937,2010.910988,-22.51666,-1926.040498,-8.660254,19.052559,-13.856406,-5.196152,0,2016.10714,2017.839191,0,-3.464102,-100.458947,-15.588457,2007.446886,3.464102,2099.245579,102.190998,good
-1.732051,10312.630508,-69.282032,74.478185,74.478185,-10305.702305,-76.210236,-10310.898457,69.282032,-10246.812578,10314.362559,-74.478185,-10246.812578,-6.928203,74.478185,-77.942286,-1.732051,71.014083,10314.362559,10317.826661,-3.464102,-3.464102,-81.406388,-72.746134,10238.152324,3.464102,10381.912541,76.210236,good
-8.660254,3425.996497,-58.889727,67.549981,74.478185,-3419.068294,-71.014083,-3420.800345,64.08588,-3367.10677,3427.728548,-65.817931,-3354.982414,-3.464102,67.549981,-65.817931,-1.732051,51.961524,3429.460599,3424.264447,-5.196152,-1.732051,-79.674337,-62.353829,3361.910617,3.464102,3486.618276,81.406388,bad
-12.124356,2648.305685,-102.190998,27.712813,117.779455,-2632.717228,-29.444864,-2637.91338,105.655099,-2625.789024,2641.377482,-31.176915,-2527.062128,-5.196152,29.444864,-22.51666,-1.732051,6.928203,2648.305685,2641.377482,-1.732051,-3.464102,-128.17176,-15.588457,2624.056973,1.732051,2752.228733,128.17176,good
-6.928203,6872.777604,-53.693575,74.478185,58.889727,-6862.3853,-79.674337,-6864.11735,53.693575,-6794.835318,6867.581452,-72.746134,-6808.691725,0,74.478185,-77.942286,1.732051,67.549981,6874.509655,6869.313503,-8.660254,0,-72.746134,-69.282032,6793.103267,1.732051,6917.810925,72.746134,bad
-6.928203,8268.810555,-83.138439,15.588457,91.798693,-8253.222098,-22.51666,-8261.882352,86.60254,-8244.561844,8267.078505,-22.51666,-8178.743913,0,27.712813,-22.51666,-1.732051,13.856406,8268.810555,8267.078505,-6.928203,-1.732051,-93.530744,-22.51666,8246.293895,-1.732051,8343.28874,98.726896,good
-1.732051,16345.363471,-65.817931,91.798693,67.549981,-16338.435268,-98.726896,-16334.971166,67.549981,-16250.100677,16347.095522,-91.798693,-16276.081439,-3.464102,100.458947,-93.530744,1.732051,91.798693,16345.363471,16347.095522,-8.660254,-3.464102,-69.282032,-93.530744,16246.636575,0,16407.7173,76.210236,good
-5.196152,6638.950745,-36.373067,50.229473,36.373067,-6632.022542,-53.693575,-6633.754593,36.373067,-6588.721272,6640.682796,-43.30127,-6600.845628,-5.196152,53.693575,-53.693575,0,48.497423,6638.950745,6642.414847,-1.732051,0,-43.30127,-50.229473,6583.52512,0,6671.859711,41.569219,good
-6.928203,2717.587717,-38.105118,41.569219,45.033321,-2712.391565,-38.105118,-2710.659514,38.105118,-2682.946701,2717.587717,-34.641016,-2674.286447,-1.732051,41.569219,-36.373067,0,29.444864,2717.587717,2715.855666,-12.124356,-1.732051,-48.497423,-29.444864,2682.946701,1.732051,2747.032581,51.961524,good
-6.928203,3041.481218,-93.530744,48.497423,102.190998,-3039.749167,-45.033321,-3034.553015,90.066642,-3005.108151,3041.481218,-48.497423,-2942.754322,-6.928203,43.30127,-46.765372,1.732051,31.176915,3039.749167,3041.481218,-8.660254,1.732051,-112.583302,-46.765372,3005.108151,1.732051,3129.815809,116.047404,good
-8.660254,4007.965569,-84.87049,20.78461,93.530744,-4004.501467,-22.51666,-4004.501467,83.138439,-3995.841213,4009.69762,-22.51666,-3923.095079,0,20.78461,-20.78461,0,12.124356,4014.893772,4011.42967,-8.660254,0,-100.458947,-17.320508,3992.377111,3.464102,4089.371957,107.38715,good
-3.464102,2249.933999,-41.569219,34.641016,48.497423,-2237.809643,-36.373067,-2239.541694,43.30127,-2215.292983,2246.469897,-27.712813,-2197.972475,-6.928203,34.641016,-36.373067,0,24.248711,2244.737847,2248.201948,0,-1.732051,-58.889727,-25.980762,2213.560932,1.732051,2286.307066,50.229473,good
-3.464102,3893.650215,-43.30127,34.641016,53.693575,-3890.186114,-38.105118,-3893.650215,46.765372,-3864.205352,3898.846368,-32.908965,-3841.688691,-1.732051,34.641016,-36.373067,-5.196152,24.248711,3898.846368,3890.186114,-3.464102,-1.732051,-65.817931,-25.980762,3865.937402,-1.732051,3940.415587,64.08588,good
-6.928203,1924.308447,-43.30127,19.052559,51.961524,-1910.452041,-29.444864,-1915.648193,43.30127,-1898.327685,1920.844346,-25.980762,-1872.346923,-1.732051,22.51666,-25.980762,-3.464102,13.856406,1920.844346,1920.844346,-5.196152,0,-62.353829,-19.052559,1900.059736,1.732051,1960.681514,60.621778,bad
-8.660254,1075.603552,-90.066642,25.980762,100.458947,-1065.211247,-27.712813,-1065.211247,93.530744,-1054.818942,1070.407399,-27.712813,-975.144605,-5.196152,25.980762,-27.712813,-3.464102,12.124356,1073.871501,1070.407399,-5.196152,0,-107.38715,-20.78461,1051.35484,3.464102,1158.74199,110.851252,good
-8.660254,2445.65574,-84.87049,22.51666,98.726896,-2433.531385,-27.712813,-2435.263435,88.334591,-2424.871131,2440.459588,-27.712813,-2348.660895,-5.196152,22.51666,-27.712813,-1.732051,12.124356,2447.387791,2440.459588,-3.464102,-3.464102,-107.38715,-19.052559,2423.13908,1.732051,2528.794179,105.655099,good
-10.392305,6273.488025,-29.444864,50.229473,32.908965,-6259.631619,-51.961524,-6261.363669,25.980762,-6223.258552,6264.827771,-48.497423,-6230.186755,-5.196152,48.497423,-45.033321,3.464102,36.373067,6268.291873,6263.09572,-1.732051,-5.196152,-43.30127,-32.908965,6226.722653,1.732051,6296.004686,43.30127,good
-6.928203,2284.575015,-86.60254,20.78461,96.994845,-2279.378863,-22.51666,-2277.646812,86.60254,-2268.986558,2288.039117,-24.248711,-2189.312221,-5.196152,22.51666,-25.980762,-1.732051,15.588457,2288.039117,2284.575015,-3.464102,0,-107.38715,-22.51666,2263.790405,0,2367.713454,103.923048,good
-8.660254,27622.746279,-96.994845,93.530744,100.458947,-27605.425771,-96.994845,-27615.818076,95.262794,-27524.019383,27617.550127,-96.994845,-27515.359129,-6.928203,96.994845,-98.726896,0,88.334591,27617.550127,27624.47833,-10.392305,-1.732051,-110.851252,-93.530744,27524.019383,1.732051,27712.812921,110.851252,bad
-8.660254,4546.63337,-50.229473,31.176915,60.621778,-4534.509014,-36.373067,-4536.241065,53.693575,-4510.260303,4544.901319,-31.176915,-4479.083388,0,36.373067,-34.641016,0,25.980762,4548.365421,4539.705167,-10.392305,-3.464102,-71.014083,-29.444864,4508.528252,1.732051,4589.93464,71.014083,good
-3.464102,12226.546651,-57.157677,38.105118,58.889727,-12212.690244,-43.30127,-12219.618447,57.157677,-12190.173584,12224.8146,-39.837169,-12165.924872,-6.928203,46.765372,-39.837169,-1.732051,31.176915,12228.278701,12231.742803,-3.464102,-6.928203,-71.014083,-34.641016,12193.637685,0,12283.704327,69.282032,good
-8.660254,4028.750178,-36.373067,65.817931,39.837169,-4014.893772,-71.014083,-4023.554026,34.641016,-3961.200197,4025.286077,-67.549981,-3981.984807,0,67.549981,-69.282032,-1.732051,57.157677,4030.482229,4023.554026,-10.392305,0,-51.961524,-57.157677,3962.932248,0,4056.462991,55.425626,good
-3.464102,20678.954592,-58.889727,38.105118,64.08588,-20672.026388,-41.569219,-20673.758439,64.08588,-20644.313575,20677.222541,-39.837169,-20609.672559,-10.392305,46.765372,-39.837169,-3.464102,31.176915,20675.49049,20677.222541,-5.196152,-3.464102,-74.478185,-43.30127,20637.385372,0,20736.112268,83.138439,bad
-8.660254,11185.584115,-60.621778,34.641016,65.817931,-11180.387963,-34.641016,-11176.923861,64.08588,-11156.139252,11182.120014,-36.373067,-11118.034134,-6.928203,36.373067,-31.176915,-3.464102,24.248711,11185.584115,11189.048217,0,1.732051,-74.478185,-36.373067,11152.67515,5.196152,11244.473843,77.942286,bad
-6.928203,10527.404808,-51.961524,15.588457,57.157677,-10520.476605,-22.51666,-10525.672758,53.693575,-10506.620199,10530.86891,-20.78461,-10471.979183,0,20.78461,-22.51666,-1.732051,19.052559,10534.333012,10525.672758,-3.464102,0,-64.08588,-19.052559,10503.156097,-3.464102,10577.634282,64.08588,good
-3.464102,13373.164285,-53.693575,41.569219,53.693575,-13371.432234,-43.30127,-13369.700184,53.693575,-13335.059167,13378.360438,-39.837169,-13322.934812,-5.196152,45.033321,-41.569219,1.732051,43.30127,13374.896336,13381.824539,-3.464102,-1.732051,-57.157677,-45.033321,13329.863015,0,13419.929657,55.425626,good
-5.196152,2440.459588,-57.157677,22.51666,64.08588,-2438.727537,-24.248711,-2436.995486,60.621778,-2428.335232,2447.387791,-24.248711,-2381.56986,-10.392305,24.248711,-25.980762,-3.464102,19.052559,2445.65574,2443.923689,-3.464102,-1.732051,-65.817931,-31.176915,2412.746775,0,2497.617265,65.817931,good
-5.196152,2513.205722,-55.425626,10.392305,51.961524,-2502.813417,-10.392305,-2502.813417,50.229473,-2504.545468,2509.74162,-10.392305,-2456.048045,-5.196152,13.856406,-8.660254,0,8.660254,2520.133925,2508.009569,-3.464102,-3.464102,-62.353829,-12.124356,2495.885214,1.732051,2563.435195,55.425626,good
